DEPTH,Northing,Easting,PHI,Vsh,Easting,Northing
 0.1585500E+04,0.6856000E+07,0.5040000E+06,0.4300779E+00,0.5128571E+00,0.1720038E-38,0.1401298E-44,
 0.1586500E+04,0.6856000E+07,0.5040000E+06,0.4164675E+00,0.5300000E+00,0.1720038E-38,0.1401298E-44,
 0.1587500E+04,0.6856000E+07,0.5040000E+06,0.3772424E+00,0.5433334E+00,0.1720038E-38,0.1401298E-44,
 0.1588500E+04,0.6856000E+07,0.5040000E+06,0.3380346E+00,0.5428572E+00,0.1720038E-38,0.1401298E-44,
 0.1589500E+04,0.6856000E+07,0.5040000E+06,0.2791515E+00,0.4816667E+00,0.1720038E-38,0.1401298E-44,
 0.1590500E+04,0.6856000E+07,0.5040000E+06,0.2601039E+00,0.4185714E+00,0.1720038E-38,0.1401298E-44,
 0.1591500E+04,0.6856000E+07,0.5040000E+06,0.3262828E+00,0.5366667E+00,0.1720038E-38,0.1401298E-44,
 0.1592500E+04,0.6856000E+07,0.5040000E+06,0.3007273E+00,0.5300000E+00,0.1720038E-38,0.1401298E-44,
 0.1593500E+04,0.6856000E+07,0.5040000E+06,0.2523636E+00,0.4466667E+00,0.1720038E-38,0.1401298E-44,
 0.1594500E+04,0.6856000E+07,0.5040000E+06,0.3053766E+00,0.4957143E+00,0.1720038E-38,0.1401298E-44,
 0.1595500E+04,0.6856000E+07,0.5040000E+06,0.3900173E+00,0.5357143E+00,0.1720038E-38,0.1401298E-44,
 0.1596500E+04,0.6856000E+07,0.5040000E+06,0.4841515E+00,0.4900000E+00,0.1720038E-38,0.1401298E-44,
 0.1597500E+04,0.6856000E+07,0.5040000E+06,0.4158182E+00,0.5328572E+00,0.1720038E-38,0.1401298E-44,
 0.1598500E+04,0.6856000E+07,0.5040000E+06,0.3334748E+00,0.5316666E+00,0.1720038E-38,0.1401298E-44,
 0.1599500E+04,0.6856000E+07,0.5040000E+06,0.4292814E+00,0.4928571E+00,0.1720038E-38,0.1401298E-44,
 0.1600500E+04,0.6856000E+07,0.5040000E+06,0.4618687E+00,0.4950000E+00,0.1720038E-38,0.1401298E-44,
 0.1601500E+04,0.6856000E+07,0.5040000E+06,0.4521731E+00,0.5700000E+00,0.1720038E-38,0.1401298E-44,
 0.1602500E+04,0.6856000E+07,0.5040000E+06,0.4350649E+00,0.5642857E+00,0.1720038E-38,0.1401298E-44,
 0.1603500E+04,0.6856000E+07,0.5040000E+06,0.4067677E+00,0.5800000E+00,0.1720038E-38,0.1401298E-44,
 0.1604500E+04,0.6856000E+07,0.5040000E+06,0.4079394E+00,0.5485714E+00,0.1720038E-38,0.1401298E-44,
 0.1605500E+04,0.6856000E+07,0.5040000E+06,0.3932222E+00,0.5500000E+00,0.1720038E-38,0.1401298E-44,
 0.1606500E+04,0.6856000E+07,0.5040000E+06,0.4178095E+00,0.5271429E+00,0.1720038E-38,0.1401298E-44,
 0.1607500E+04,0.6856000E+07,0.5040000E+06,0.4261414E+00,0.4700000E+00,0.1720038E-38,0.1401298E-44,
 0.1608500E+04,0.6856000E+07,0.5040000E+06,0.4008398E+00,0.4928571E+00,0.1720038E-38,0.1401298E-44,
 0.1609500E+04,0.6856000E+07,0.5040000E+06,0.4025859E+00,0.5433334E+00,0.1720038E-38,0.1401298E-44,
 0.1610500E+04,0.6856000E+07,0.5040000E+06,0.3838528E+00,0.4971429E+00,0.1720038E-38,0.1401298E-44,
 0.1611500E+04,0.6856000E+07,0.5040000E+06,0.3744329E+00,0.5014285E+00,0.1720038E-38,0.1401298E-44,
 0.1612500E+04,0.6856000E+07,0.5040000E+06,0.3881212E+00,0.4883333E+00,0.1720038E-38,0.1401298E-44,
 0.1613500E+04,0.6856000E+07,0.5040000E+06,0.3730043E+00,0.4842857E+00,0.1720038E-38,0.1401298E-44,
 0.1614500E+04,0.6856000E+07,0.5040000E+06,0.4006768E+00,0.4983333E+00,0.1720038E-38,0.1401298E-44,
 0.1615500E+04,0.6856000E+07,0.5040000E+06,0.4060087E+00,0.5157143E+00,0.1720038E-38,0.1401298E-44,
 0.1616500E+04,0.6856000E+07,0.5040000E+06,0.3984950E+00,0.5133333E+00,0.1720038E-38,0.1401298E-44,
 0.1617500E+04,0.6856000E+07,0.5040000E+06,0.4112121E+00,0.4971429E+00,0.1720038E-38,0.1401298E-44,
 0.1618500E+04,0.6856000E+07,0.5040000E+06,0.3978615E+00,0.5057143E+00,0.1720038E-38,0.1401298E-44,
 0.1619500E+04,0.6856000E+07,0.5040000E+06,0.3684141E+00,0.5083333E+00,0.1720038E-38,0.1401298E-44,
 0.1620500E+04,0.6856000E+07,0.5040000E+06,0.3987879E+00,0.4985714E+00,0.1720038E-38,0.1401298E-44,
 0.1621500E+04,0.6856000E+07,0.5040000E+06,0.4003434E+00,0.4800000E+00,0.1720038E-38,0.1401298E-44,
 0.1622500E+04,0.6856000E+07,0.5040000E+06,0.3940173E+00,0.5185714E+00,0.1720038E-38,0.1401298E-44,
 0.1623500E+04,0.6856000E+07,0.5040000E+06,0.4069899E+00,0.4950000E+00,0.1720038E-38,0.1401298E-44,
 0.1624500E+04,0.6856000E+07,0.5040000E+06,0.4150649E+00,0.5328571E+00,0.1720038E-38,0.1401298E-44,
 0.1625500E+04,0.6856000E+07,0.5040000E+06,0.4685152E+00,0.5266666E+00,0.1720038E-38,0.1401298E-44,
 0.1626500E+04,0.6856000E+07,0.5040000E+06,0.4197316E+00,0.5871428E+00,0.1720038E-38,0.1401298E-44,
 0.1627500E+04,0.6856000E+07,0.5040000E+06,0.4527965E+00,0.5671428E+00,0.1720038E-38,0.1401298E-44,
 0.1628500E+04,0.6856000E+07,0.5040000E+06,0.4306465E+00,0.5433334E+00,0.1720038E-38,0.1401298E-44,
 0.1629500E+04,0.6856000E+07,0.5040000E+06,0.4206407E+00,0.5857143E+00,0.1720038E-38,0.1401298E-44,
 0.1630500E+04,0.6856000E+07,0.5040000E+06,0.3960404E+00,0.6083333E+00,0.1720038E-38,0.1401298E-44,
 0.1631500E+04,0.6856000E+07,0.5040000E+06,0.3597403E+00,0.5100000E+00,0.1720038E-38,0.1401298E-44,
 0.1632500E+04,0.6856000E+07,0.5040000E+06,0.4224142E+00,0.6066667E+00,0.1720038E-38,0.1401298E-44,
 0.1633500E+04,0.6856000E+07,0.5040000E+06,0.4438355E+00,0.6128572E+00,0.1720038E-38,0.1401298E-44,
 0.1634500E+04,0.6856000E+07,0.5040000E+06,0.4351919E+00,0.5833333E+00,0.1720038E-38,0.1401298E-44,
 0.1635500E+04,0.6856000E+07,0.5040000E+06,0.4259307E+00,0.5857143E+00,0.1720038E-38,0.1401298E-44,
 0.1636500E+04,0.6856000E+07,0.5040000E+06,0.4255931E+00,0.5614285E+00,0.1720038E-38,0.1401298E-44,
 0.1637500E+04,0.6856000E+07,0.5040000E+06,0.4077980E+00,0.6466666E+00,0.1720038E-38,0.1401298E-44,
 0.1638500E+04,0.6856000E+07,0.5040000E+06,0.3956537E+00,0.6342857E+00,0.1720038E-38,0.1401298E-44,
 0.1639500E+04,0.6856000E+07,0.5040000E+06,0.4098384E+00,0.5833333E+00,0.1720038E-38,0.1401298E-44,
 0.1640500E+04,0.6856000E+07,0.5040000E+06,0.4529957E+00,0.6042857E+00,0.1720038E-38,0.1401298E-44,
 0.1641500E+04,0.6856000E+07,0.5040000E+06,0.4740202E+00,0.5633333E+00,0.1720038E-38,0.1401298E-44,
 0.1642500E+04,0.6856000E+07,0.5040000E+06,0.4672121E+00,0.5285714E+00,0.1720038E-38,0.1401298E-44,
 0.1643500E+04,0.6856000E+07,0.5040000E+06,0.4541212E+00,0.5200000E+00,0.1720038E-38,0.1401298E-44,
 0.1644500E+04,0.6856000E+07,0.5040000E+06,0.4505556E+00,0.4816667E+00,0.1720038E-38,0.1401298E-44,
 0.1645500E+04,0.6856000E+07,0.5040000E+06,0.4423030E+00,0.4628572E+00,0.1720038E-38,0.1401298E-44,
 0.1646500E+04,0.6856000E+07,0.5040000E+06,0.4506263E+00,0.4783333E+00,0.1720038E-38,0.1401298E-44,
 0.1647500E+04,0.6856000E+07,0.5040000E+06,0.4520952E+00,0.4657143E+00,0.1720038E-38,0.1401298E-44,
 0.1648500E+04,0.6856000E+07,0.5040000E+06,0.4762626E+00,0.4750000E+00,0.1720038E-38,0.1401298E-44,
 0.1649500E+04,0.6856000E+07,0.5040000E+06,0.4631428E+00,0.4871429E+00,0.1720038E-38,0.1401298E-44,
 0.1650500E+04,0.6856000E+07,0.5040000E+06,0.4548485E+00,0.4733333E+00,0.1720038E-38,0.1401298E-44,
 0.1651500E+04,0.6856000E+07,0.5040000E+06,0.4519048E+00,0.4728571E+00,0.1720038E-38,0.1401298E-44,
 0.1652500E+04,0.6856000E+07,0.5040000E+06,0.4050043E+00,0.4471429E+00,0.1720038E-38,0.1401298E-44,
 0.1653500E+04,0.6856000E+07,0.5040000E+06,0.4343838E+00,0.5183333E+00,0.1720038E-38,0.1401298E-44,
 0.1654500E+04,0.6856000E+07,0.5040000E+06,0.4645108E+00,0.5042857E+00,0.1720038E-38,0.1401298E-44,
 0.1655500E+04,0.6856000E+07,0.5040000E+06,0.4517172E+00,0.5616667E+00,0.1720038E-38,0.1401298E-44,
 0.1656500E+04,0.6856000E+07,0.5040000E+06,0.4604156E+00,0.5428571E+00,0.1720038E-38,0.1401298E-44,
 0.1657500E+04,0.6856000E+07,0.5040000E+06,0.4594444E+00,0.4666667E+00,0.1720038E-38,0.1401298E-44,
 0.1658500E+04,0.6856000E+07,0.5040000E+06,0.4261818E+00,0.4614286E+00,0.1720038E-38,0.1401298E-44,
 0.1659500E+04,0.6856000E+07,0.5040000E+06,0.4496191E+00,0.4928572E+00,0.1720038E-38,0.1401298E-44,
 0.1660500E+04,0.6856000E+07,0.5040000E+06,0.4124545E+00,0.4966667E+00,0.1720038E-38,0.1401298E-44,
 0.1661500E+04,0.6856000E+07,0.5040000E+06,0.4429697E+00,0.4442857E+00,0.1720038E-38,0.1401298E-44,
 0.1662500E+04,0.6856000E+07,0.5040000E+06,0.3964646E+00,0.3783333E+00,0.1720038E-38,0.1401298E-44,
 0.1663500E+04,0.6856000E+07,0.5040000E+06,0.4562857E+00,0.4257143E+00,0.1720038E-38,0.1401298E-44,
 0.1664500E+04,0.6856000E+07,0.5040000E+06,0.3786465E+00,0.4150000E+00,0.1720038E-38,0.1401298E-44,
 0.1665500E+04,0.6856000E+07,0.5040000E+06,0.4620779E+00,0.4985714E+00,0.1720038E-38,0.1401298E-44,
 0.1666500E+04,0.6856000E+07,0.5040000E+06,0.3763838E+00,0.4916667E+00,0.1720038E-38,0.1401298E-44,
 0.1667500E+04,0.6856000E+07,0.5040000E+06,0.2970390E+00,0.4157143E+00,0.1720038E-38,0.1401298E-44,
 0.1668500E+04,0.6856000E+07,0.5040000E+06,0.4308138E+00,0.5071428E+00,0.1720038E-38,0.1401298E-44,
 0.1669500E+04,0.6856000E+07,0.5040000E+06,0.4431919E+00,0.5250000E+00,0.1720038E-38,0.1401298E-44,
 0.1670500E+04,0.6856000E+07,0.5040000E+06,0.4423983E+00,0.5014285E+00,0.1720038E-38,0.1401298E-44,
 0.1671500E+04,0.6856000E+07,0.5040000E+06,0.4497576E+00,0.5133333E+00,0.1720038E-38,0.1401298E-44,
 0.1672500E+04,0.6856000E+07,0.5040000E+06,0.4561645E+00,0.4942857E+00,0.1720038E-38,0.1401298E-44,
 0.1673500E+04,0.6856000E+07,0.5040000E+06,0.4418990E+00,0.4966667E+00,0.1720038E-38,0.1401298E-44,
 0.1674500E+04,0.6856000E+07,0.5040000E+06,0.4404502E+00,0.4771429E+00,0.1720038E-38,0.1401298E-44,
 0.1675500E+04,0.6856000E+07,0.5040000E+06,0.4412035E+00,0.5085714E+00,0.1720038E-38,0.1401298E-44,
 0.1676500E+04,0.6856000E+07,0.5040000E+06,0.4234040E+00,0.5466667E+00,0.1720038E-38,0.1401298E-44,
 0.1677500E+04,0.6856000E+07,0.5040000E+06,0.4135758E+00,0.4657143E+00,0.1720038E-38,0.1401298E-44,
 0.1678500E+04,0.6856000E+07,0.5040000E+06,0.4362020E+00,0.4566667E+00,0.1720038E-38,0.1401298E-44,
 0.1679500E+04,0.6856000E+07,0.5040000E+06,0.4207532E+00,0.4628571E+00,0.1720038E-38,0.1401298E-44,
 0.1680500E+04,0.6856000E+07,0.5040000E+06,0.4547172E+00,0.4916667E+00,0.1720038E-38,0.1401298E-44,
 0.1681500E+04,0.6856000E+07,0.5040000E+06,0.4559654E+00,0.4928571E+00,0.1720038E-38,0.1401298E-44,
 0.1682500E+04,0.6856000E+07,0.5040000E+06,0.4525354E+00,0.5000000E+00,0.1720038E-38,0.1401298E-44,
 0.1683500E+04,0.6856000E+07,0.5040000E+06,0.4632900E+00,0.5057143E+00,0.1720038E-38,0.1401298E-44,
 0.1684500E+04,0.6856000E+07,0.5040000E+06,0.3973593E+00,0.4785714E+00,0.1720038E-38,0.1401298E-44,
 0.1685500E+04,0.6856000E+07,0.5040000E+06,0.4023435E+00,0.5333333E+00,0.1720038E-38,0.1401298E-44,
 0.1686500E+04,0.6856000E+07,0.5040000E+06,0.3988658E+00,0.5685714E+00,0.1720038E-38,0.1401298E-44,
 0.1687500E+04,0.6856000E+07,0.5040000E+06,0.4330505E+00,0.5500000E+00,0.1720038E-38,0.1401298E-44,
 0.1688500E+04,0.6856000E+07,0.5040000E+06,0.4741385E+00,0.4871429E+00,0.1720038E-38,0.1401298E-44,
 0.1689500E+04,0.6856000E+07,0.5040000E+06,0.4619697E+00,0.4866667E+00,0.1720038E-38,0.1401298E-44,
 0.1690500E+04,0.6856000E+07,0.5040000E+06,0.4381126E+00,0.4728571E+00,0.1720038E-38,0.1401298E-44,
 0.1691500E+04,0.6856000E+07,0.5040000E+06,0.3983810E+00,0.4514286E+00,0.1720038E-38,0.1401298E-44,
 0.1692500E+04,0.6856000E+07,0.5040000E+06,0.4614950E+00,0.4600000E+00,0.1720038E-38,0.1401298E-44,
 0.1693500E+04,0.6856000E+07,0.5040000E+06,0.4457749E+00,0.4814286E+00,0.1720038E-38,0.1401298E-44,
 0.1694500E+04,0.6856000E+07,0.5040000E+06,0.4724849E+00,0.5016667E+00,0.1720038E-38,0.1401298E-44,
 0.1695500E+04,0.6856000E+07,0.5040000E+06,0.4185368E+00,0.4785714E+00,0.1720038E-38,0.1401298E-44,
 0.1696500E+04,0.6856000E+07,0.5040000E+06,0.3975151E+00,0.4850000E+00,0.1720038E-38,0.1401298E-44,
 0.1697500E+04,0.6856000E+07,0.5040000E+06,0.4030996E+00,0.5071428E+00,0.1720038E-38,0.1401298E-44,
 0.1698500E+04,0.6856000E+07,0.5040000E+06,0.4390101E+00,0.5150000E+00,0.1720038E-38,0.1401298E-44,
 0.1699500E+04,0.6856000E+07,0.5040000E+06,0.4322078E+00,0.5171428E+00,0.1720038E-38,0.1401298E-44,
 0.1700500E+04,0.6856000E+07,0.5040000E+06,0.4374372E+00,0.4771429E+00,0.1720038E-38,0.1401298E-44,
 0.1701500E+04,0.6856000E+07,0.5040000E+06,0.4517475E+00,0.5283333E+00,0.1720038E-38,0.1401298E-44,
 0.1702500E+04,0.6856000E+07,0.5040000E+06,0.4651688E+00,0.4900000E+00,0.1720038E-38,0.1401298E-44,
 0.1703500E+04,0.6856000E+07,0.5040000E+06,0.4684141E+00,0.4383333E+00,0.1720038E-38,0.1401298E-44,
 0.1704500E+04,0.6856000E+07,0.5040000E+06,0.4356104E+00,0.4385714E+00,0.1720038E-38,0.1401298E-44,
 0.1705500E+04,0.6856000E+07,0.5040000E+06,0.4022929E+00,0.5100000E+00,0.1720038E-38,0.1401298E-44,
 0.1706500E+04,0.6856000E+07,0.5040000E+06,0.3701212E+00,0.5328571E+00,0.1720038E-38,0.1401298E-44,
 0.1707500E+04,0.6856000E+07,0.5040000E+06,0.4247677E+00,0.4883333E+00,0.1720038E-38,0.1401298E-44,
 0.1708500E+04,0.6856000E+07,0.5040000E+06,0.4150996E+00,0.5214286E+00,0.1720038E-38,0.1401298E-44,
 0.1709500E+04,0.6856000E+07,0.5040000E+06,0.3720346E+00,0.4957143E+00,0.1720038E-38,0.1401298E-44,
 0.1710500E+04,0.6856000E+07,0.5040000E+06,0.4101313E+00,0.5866667E+00,0.1720038E-38,0.1401298E-44,
 0.1711500E+04,0.6856000E+07,0.5040000E+06,0.4418788E+00,0.6071429E+00,0.1720038E-38,0.1401298E-44,
 0.1712500E+04,0.6856000E+07,0.5040000E+06,0.4265758E+00,0.5633333E+00,0.1720038E-38,0.1401298E-44,
 0.1713500E+04,0.6856000E+07,0.5040000E+06,0.4353939E+00,0.5585715E+00,0.1720038E-38,0.1401298E-44,
 0.1714500E+04,0.6856000E+07,0.5040000E+06,0.4294949E+00,0.5783333E+00,0.1720038E-38,0.1401298E-44,
 0.1715500E+04,0.6856000E+07,0.5040000E+06,0.4458355E+00,0.6642857E+00,0.1720038E-38,0.1401298E-44,
 0.1716500E+04,0.6856000E+07,0.5040000E+06,0.4425801E+00,0.5885714E+00,0.1720038E-38,0.1401298E-44,
 0.1717500E+04,0.6856000E+07,0.5040000E+06,0.4727980E+00,0.5816666E+00,0.1720038E-38,0.1401298E-44,
 0.1718500E+04,0.6856000E+07,0.5040000E+06,0.4303290E+00,0.5957143E+00,0.1720038E-38,0.1401298E-44,
 0.1719500E+04,0.6856000E+07,0.5040000E+06,0.4018990E+00,0.5783333E+00,0.1720038E-38,0.1401298E-44,
 0.1720500E+04,0.6856000E+07,0.5040000E+06,0.4162251E+00,0.5385714E+00,0.1720038E-38,0.1401298E-44,
 0.1721500E+04,0.6856000E+07,0.5040000E+06,0.4202222E+00,0.5516667E+00,0.1720038E-38,0.1401298E-44,
 0.1722500E+04,0.6856000E+07,0.5040000E+06,0.4045368E+00,0.5128571E+00,0.1720038E-38,0.1401298E-44,
 0.1723500E+04,0.6856000E+07,0.5040000E+06,0.4406061E+00,0.5500000E+00,0.1720038E-38,0.1401298E-44,
 0.1724500E+04,0.6856000E+07,0.5040000E+06,0.4202857E+00,0.6042857E+00,0.1720038E-38,0.1401298E-44,
 0.1725500E+04,0.6856000E+07,0.5040000E+06,0.3449177E+00,0.7971429E+00,0.1720038E-38,0.1401298E-44,
 0.1726500E+04,0.6856000E+07,0.5040000E+06,0.3049091E+00,0.7683333E+00,0.1720038E-38,0.1401298E-44,
 0.1727500E+04,0.6856000E+07,0.5040000E+06,0.2940000E+00,0.6957143E+00,0.1720038E-38,0.1401298E-44,
 0.1728500E+04,0.6856000E+07,0.5040000E+06,0.2815050E+00,0.6766667E+00,0.1720038E-38,0.1401298E-44,
 0.1729500E+04,0.6856000E+07,0.5040000E+06,0.2800173E+00,0.6385714E+00,0.1720038E-38,0.1401298E-44,
 0.1730500E+04,0.6856000E+07,0.5040000E+06,0.3129091E+00,0.7000000E+00,0.1720038E-38,0.1401298E-44,
 0.1731500E+04,0.6856000E+07,0.5040000E+06,0.3110736E+00,0.6142857E+00,0.1720038E-38,0.1401298E-44,
 0.1732500E+04,0.6856000E+07,0.5040000E+06,0.2796190E+00,0.5114286E+00,0.1720038E-38,0.1401298E-44,
 0.1733500E+04,0.6856000E+07,0.5040000E+06,0.2948485E+00,0.5316667E+00,0.1720038E-38,0.1401298E-44,
 0.1734500E+04,0.6856000E+07,0.5040000E+06,0.3101818E+00,0.6814286E+00,0.1720038E-38,0.1401298E-44,
 0.1735500E+04,0.6856000E+07,0.5040000E+06,0.3249192E+00,0.6700000E+00,0.1720038E-38,0.1401298E-44,
 0.1736500E+04,0.6856000E+07,0.5040000E+06,0.3428831E+00,0.6657143E+00,0.1720038E-38,0.1401298E-44,
 0.1737500E+04,0.6856000E+07,0.5040000E+06,0.3303737E+00,0.6816667E+00,0.1720038E-38,0.1401298E-44,
 0.1738500E+04,0.6856000E+07,0.5040000E+06,0.2955671E+00,0.6714286E+00,0.1720038E-38,0.1401298E-44,
 0.1739500E+04,0.6856000E+07,0.5040000E+06,0.2764747E+00,0.6516666E+00,0.1720038E-38,0.1401298E-44,
 0.1740500E+04,0.6856000E+07,0.5040000E+06,0.2915498E+00,0.4585714E+00,0.1720038E-38,0.1401298E-44,
 0.1741500E+04,0.6856000E+07,0.5040000E+06,0.2931429E+00,0.4028572E+00,0.1720038E-38,0.1401298E-44,
 0.1742500E+04,0.6856000E+07,0.5040000E+06,0.2949394E+00,0.4133333E+00,0.1720038E-38,0.1401298E-44,
 0.1743500E+04,0.6856000E+07,0.5040000E+06,0.2972381E+00,0.4242857E+00,0.1720038E-38,0.1401298E-44,
 0.1744500E+04,0.6856000E+07,0.5040000E+06,0.2871515E+00,0.4050000E+00,0.1720038E-38,0.1401298E-44,
 0.1745500E+04,0.6856000E+07,0.5040000E+06,0.2954978E+00,0.3771428E+00,0.1720038E-38,0.1401298E-44,
 0.1746500E+04,0.6856000E+07,0.5040000E+06,0.3022121E+00,0.3766667E+00,0.1720038E-38,0.1401298E-44,
 0.1747500E+04,0.6856000E+07,0.5040000E+06,0.3066580E+00,0.4642857E+00,0.1720038E-38,0.1401298E-44,
 0.1748500E+04,0.6856000E+07,0.5040000E+06,0.3185281E+00,0.6357143E+00,0.1720038E-38,0.1401298E-44,
 0.1749500E+04,0.6856000E+07,0.5040000E+06,0.3255657E+00,0.6016667E+00,0.1720038E-38,0.1401298E-44,
 0.1750500E+04,0.6856000E+07,0.5040000E+06,0.3383203E+00,0.6000000E+00,0.1720038E-38,0.1401298E-44,
 0.1751500E+04,0.6856000E+07,0.5040000E+06,0.5055858E+00,0.6083333E+00,0.1720038E-38,0.1401298E-44,
 0.1752500E+04,0.6856000E+07,0.5040000E+06,0.3658442E+00,0.6214285E+00,0.1720038E-38,0.1401298E-44,
 0.1753500E+04,0.6856000E+07,0.5040000E+06,0.3762222E+00,0.5650000E+00,0.1720038E-38,0.1401298E-44,
 0.1754500E+04,0.6856000E+07,0.5040000E+06,0.4163550E+00,0.5500000E+00,0.1720038E-38,0.1401298E-44,
 0.1755500E+04,0.6856000E+07,0.5040000E+06,0.4511515E+00,0.5350000E+00,0.1720038E-38,0.1401298E-44,
 0.1756500E+04,0.6856000E+07,0.5040000E+06,0.4533074E+00,0.5285714E+00,0.1720038E-38,0.1401298E-44,
 0.1757500E+04,0.6856000E+07,0.5040000E+06,0.4648485E+00,0.5114285E+00,0.1720038E-38,0.1401298E-44,
 0.1758500E+04,0.6856000E+07,0.5040000E+06,0.4705253E+00,0.5200000E+00,0.1720038E-38,0.1401298E-44,
 0.1759500E+04,0.6856000E+07,0.5040000E+06,0.4280346E+00,0.4871429E+00,0.1720038E-38,0.1401298E-44,
 0.1760500E+04,0.6856000E+07,0.5040000E+06,0.4584343E+00,0.5266666E+00,0.1720038E-38,0.1401298E-44,
 0.1761500E+04,0.6856000E+07,0.5040000E+06,0.4347359E+00,0.5357143E+00,0.1720038E-38,0.1401298E-44,
 0.1762500E+04,0.6856000E+07,0.5040000E+06,0.4595757E+00,0.5633333E+00,0.1720038E-38,0.1401298E-44,
 0.1763500E+04,0.6856000E+07,0.5040000E+06,0.4314719E+00,0.5900000E+00,0.1720038E-38,0.1401298E-44,
 0.1764500E+04,0.6856000E+07,0.5040000E+06,0.2337229E+00,0.4942857E+00,0.1720038E-38,0.1401298E-44,
 0.1765500E+04,0.6856000E+07,0.5040000E+06,0.2933939E+00,0.5350000E+00,0.1720038E-38,0.1401298E-44,
 0.1766500E+04,0.6856000E+07,0.5040000E+06,0.3107359E+00,0.5957143E+00,0.1720038E-38,0.1401298E-44,
 0.1767500E+04,0.6856000E+07,0.5040000E+06,0.2690000E+00,0.4750000E+00,0.1720038E-38,0.1401298E-44,
 0.1768500E+04,0.6856000E+07,0.5040000E+06,0.2908485E+00,0.3800000E+00,0.1720038E-38,0.1401298E-44,
 0.1769500E+04,0.6856000E+07,0.5040000E+06,0.3039293E+00,0.3816667E+00,0.1720038E-38,0.1401298E-44,
 0.1770500E+04,0.6856000E+07,0.5040000E+06,0.3052381E+00,0.4257143E+00,0.1720038E-38,0.1401298E-44,
 0.1771500E+04,0.6856000E+07,0.5040000E+06,0.3033030E+00,0.4100000E+00,0.1720038E-38,0.1401298E-44,
 0.1772500E+04,0.6856000E+07,0.5040000E+06,0.3070476E+00,0.4128571E+00,0.1720038E-38,0.1401298E-44,
 0.1773500E+04,0.6856000E+07,0.5040000E+06,0.3090563E+00,0.4200000E+00,0.1720038E-38,0.1401298E-44,
 0.1774500E+04,0.6856000E+07,0.5040000E+06,0.3231919E+00,0.3600000E+00,0.1720038E-38,0.1401298E-44,
 0.1775500E+04,0.6856000E+07,0.5040000E+06,0.3246840E+00,0.3614286E+00,0.1720038E-38,0.1401298E-44,
 0.1776500E+04,0.6856000E+07,0.5040000E+06,0.3051717E+00,0.3966667E+00,0.1720038E-38,0.1401298E-44,
 0.1777500E+04,0.6856000E+07,0.5040000E+06,0.3037056E+00,0.3914286E+00,0.1720038E-38,0.1401298E-44,
 0.1778500E+04,0.6856000E+07,0.5040000E+06,0.2864040E+00,0.3833333E+00,0.1720038E-38,0.1401298E-44,
 0.1779500E+04,0.6856000E+07,0.5040000E+06,0.2743204E+00,0.4214286E+00,0.1720038E-38,0.1401298E-44,
 0.1780500E+04,0.6856000E+07,0.5040000E+06,0.2749192E+00,0.4666667E+00,0.1720038E-38,0.1401298E-44,
 0.1781500E+04,0.6856000E+07,0.5040000E+06,0.2666667E+00,0.3842857E+00,0.1720038E-38,0.1401298E-44,
 0.1782500E+04,0.6856000E+07,0.5040000E+06,0.2778961E+00,0.4014286E+00,0.1720038E-38,0.1401298E-44,
 0.1783500E+04,0.6856000E+07,0.5040000E+06,0.2812525E+00,0.4816667E+00,0.1720038E-38,0.1401298E-44,
 0.1784500E+04,0.6856000E+07,0.5040000E+06,0.3176364E+00,0.5871429E+00,0.1720038E-38,0.1401298E-44,
 0.1785500E+04,0.6856000E+07,0.5040000E+06,0.3061212E+00,0.6100000E+00,0.1720038E-38,0.1401298E-44,
 0.1786500E+04,0.6856000E+07,0.5040000E+06,0.3114718E+00,0.6328571E+00,0.1720038E-38,0.1401298E-44,
 0.1787500E+04,0.6856000E+07,0.5040000E+06,0.2987576E+00,0.5716667E+00,0.1720038E-38,0.1401298E-44,
 0.1788500E+04,0.6856000E+07,0.5040000E+06,0.3130389E+00,0.5514286E+00,0.1720038E-38,0.1401298E-44,
 0.1789500E+04,0.6856000E+07,0.5040000E+06,0.3103637E+00,0.4800000E+00,0.1720038E-38,0.1401298E-44,
 0.1790500E+04,0.6856000E+07,0.5040000E+06,0.3213030E+00,0.4633333E+00,0.1720038E-38,0.1401298E-44,
 0.1791500E+04,0.6856000E+07,0.5040000E+06,0.4001991E+00,0.5457143E+00,0.1720038E-38,0.1401298E-44,
 0.1792500E+04,0.6856000E+07,0.5040000E+06,0.3221515E+00,0.4733333E+00,0.1720038E-38,0.1401298E-44,
 0.1793500E+04,0.6856000E+07,0.5040000E+06,0.3358182E+00,0.4900000E+00,0.1720038E-38,0.1401298E-44,
 0.1794500E+04,0.6856000E+07,0.5040000E+06,0.3251515E+00,0.5000000E+00,0.1720038E-38,0.1401298E-44,
 0.1795500E+04,0.6856000E+07,0.5040000E+06,0.2327359E+00,0.3600000E+00,0.1720038E-38,0.1401298E-44,
 0.1796500E+04,0.6856000E+07,0.5040000E+06,0.3611818E+00,0.4733333E+00,0.1720038E-38,0.1401298E-44,
 0.1797500E+04,0.6856000E+07,0.5040000E+06,0.4056796E+00,0.5242857E+00,0.1720038E-38,0.1401298E-44,
 0.1798500E+04,0.6856000E+07,0.5040000E+06,0.3372814E+00,0.5300000E+00,0.1720038E-38,0.1401298E-44,
