DEPTH,Northing,Easting,PHI,Vsh,Easting,Northing
 0.2846500E+04,0.6856000E+07,0.5040000E+06,0.1202496E+00,0.6500000E+00,0.1720038E-38,0.1401298E-44,
 0.2847500E+04,0.6856000E+07,0.5040000E+06,0.1186707E+00,0.6457143E+00,0.1720038E-38,0.1401298E-44,
 0.2848500E+04,0.6856000E+07,0.5040000E+06,0.1089127E+00,0.6133333E+00,0.1720038E-38,0.1401298E-44,
 0.2849500E+04,0.6856000E+07,0.5040000E+06,0.1129870E+00,0.6457143E+00,0.1720038E-38,0.1401298E-44,
 0.2850500E+04,0.6856000E+07,0.5040000E+06,0.7902852E-01,0.5950000E+00,0.1720038E-38,0.1401298E-44,
 0.2851500E+04,0.6856000E+07,0.5040000E+06,0.1246371E+00,0.6357143E+00,0.1720038E-38,0.1401298E-44,
 0.2852500E+04,0.6856000E+07,0.5040000E+06,0.1156226E+00,0.6185715E+00,0.1720038E-38,0.1401298E-44,
 0.2853500E+04,0.6856000E+07,0.5040000E+06,0.1104278E+00,0.5400000E+00,0.1720038E-38,0.1401298E-44,
 0.2854500E+04,0.6856000E+07,0.5040000E+06,0.1251719E+00,0.6828572E+00,0.1720038E-38,0.1401298E-44,
 0.2855500E+04,0.6856000E+07,0.5040000E+06,0.1248307E+00,0.6716667E+00,0.1720038E-38,0.1401298E-44,
 0.2856500E+04,0.6856000E+07,0.5040000E+06,0.1003973E+00,0.6200000E+00,0.1720038E-38,0.1401298E-44,
 0.2857500E+04,0.6856000E+07,0.5040000E+06,0.1167558E+00,0.6733333E+00,0.1720038E-38,0.1401298E-44,
 0.2858500E+04,0.6856000E+07,0.5040000E+06,0.1172422E+00,0.6828572E+00,0.1720038E-38,0.1401298E-44,
 0.2859500E+04,0.6856000E+07,0.5040000E+06,0.1174790E+00,0.6800000E+00,0.1720038E-38,0.1401298E-44,
 0.2860500E+04,0.6856000E+07,0.5040000E+06,0.8512478E-01,0.6750000E+00,0.1720038E-38,0.1401298E-44,
 0.2861500E+04,0.6856000E+07,0.5040000E+06,0.1151490E+00,0.6557143E+00,0.1720038E-38,0.1401298E-44,
 0.2862500E+04,0.6856000E+07,0.5040000E+06,0.9847593E-01,0.5616667E+00,0.1720038E-38,0.1401298E-44,
 0.2863500E+04,0.6856000E+07,0.5040000E+06,0.1165623E+00,0.6342857E+00,0.1720038E-38,0.1401298E-44,
 0.2864500E+04,0.6856000E+07,0.5040000E+06,0.1059537E+00,0.6400000E+00,0.1720038E-38,0.1401298E-44,
 0.2865500E+04,0.6856000E+07,0.5040000E+06,0.1064400E+00,0.6485714E+00,0.1720038E-38,0.1401298E-44,
 0.2866500E+04,0.6856000E+07,0.5040000E+06,0.7970588E-01,0.6233333E+00,0.1720038E-38,0.1401298E-44,
 0.2867500E+04,0.6856000E+07,0.5040000E+06,0.1207028E+00,0.6585714E+00,0.1720038E-38,0.1401298E-44,
 0.2868500E+04,0.6856000E+07,0.5040000E+06,0.1077846E+00,0.6528571E+00,0.1720038E-38,0.1401298E-44,
 0.2869500E+04,0.6856000E+07,0.5040000E+06,0.1183601E+00,0.6583334E+00,0.1720038E-38,0.1401298E-44,
 0.2870500E+04,0.6856000E+07,0.5040000E+06,0.9944233E-01,0.6042857E+00,0.1720038E-38,0.1401298E-44,
 0.2871500E+04,0.6856000E+07,0.5040000E+06,0.1151248E+00,0.6700000E+00,0.1720038E-38,0.1401298E-44,
 0.2872500E+04,0.6856000E+07,0.5040000E+06,0.1151872E+00,0.6571429E+00,0.1720038E-38,0.1401298E-44,
 0.2873500E+04,0.6856000E+07,0.5040000E+06,0.1038057E+00,0.6016667E+00,0.1720038E-38,0.1401298E-44,
 0.2874500E+04,0.6856000E+07,0.5040000E+06,0.1022995E+00,0.5871428E+00,0.1720038E-38,0.1401298E-44,
 0.2875500E+04,0.6856000E+07,0.5040000E+06,0.1209091E+00,0.6200000E+00,0.1720038E-38,0.1401298E-44,
 0.2876500E+04,0.6856000E+07,0.5040000E+06,0.1179947E+00,0.5833333E+00,0.1720038E-38,0.1401298E-44,
 0.2877500E+04,0.6856000E+07,0.5040000E+06,0.1132009E+00,0.5900000E+00,0.1720038E-38,0.1401298E-44,
 0.2878500E+04,0.6856000E+07,0.5040000E+06,0.1046881E+00,0.5450000E+00,0.1720038E-38,0.1401298E-44,
 0.2879500E+04,0.6856000E+07,0.5040000E+06,0.1164782E+00,0.5742857E+00,0.1720038E-38,0.1401298E-44,
 0.2880500E+04,0.6856000E+07,0.5040000E+06,0.1111586E+00,0.5700000E+00,0.1720038E-38,0.1401298E-44,
 0.2881500E+04,0.6856000E+07,0.5040000E+06,0.1060504E+00,0.5228571E+00,0.1720038E-38,0.1401298E-44,
 0.2882500E+04,0.6856000E+07,0.5040000E+06,0.9875223E-01,0.5900000E+00,0.1720038E-38,0.1401298E-44,
 0.2883500E+04,0.6856000E+07,0.5040000E+06,0.1072727E+00,0.6142857E+00,0.1720038E-38,0.1401298E-44,
 0.2884500E+04,0.6856000E+07,0.5040000E+06,0.1165546E+00,0.6857143E+00,0.1720038E-38,0.1401298E-44,
 0.2885500E+04,0.6856000E+07,0.5040000E+06,0.1201248E+00,0.6666667E+00,0.1720038E-38,0.1401298E-44,
 0.2886500E+04,0.6856000E+07,0.5040000E+06,0.1143927E+00,0.6342857E+00,0.1720038E-38,0.1401298E-44,
 0.2887500E+04,0.6856000E+07,0.5040000E+06,0.1155971E+00,0.6316667E+00,0.1720038E-38,0.1401298E-44,
 0.2888500E+04,0.6856000E+07,0.5040000E+06,0.1001452E+00,0.6157143E+00,0.1720038E-38,0.1401298E-44,
 0.2889500E+04,0.6856000E+07,0.5040000E+06,0.1061497E+00,0.6166667E+00,0.1720038E-38,0.1401298E-44,
 0.2890500E+04,0.6856000E+07,0.5040000E+06,0.1075401E+00,0.6057143E+00,0.1720038E-38,0.1401298E-44,
 0.2891500E+04,0.6856000E+07,0.5040000E+06,0.1096791E+00,0.6285715E+00,0.1720038E-38,0.1401298E-44,
 0.2892500E+04,0.6856000E+07,0.5040000E+06,0.1152674E+00,0.6450000E+00,0.1720038E-38,0.1401298E-44,
 0.2893500E+04,0.6856000E+07,0.5040000E+06,0.1082582E+00,0.6285715E+00,0.1720038E-38,0.1401298E-44,
 0.2894500E+04,0.6856000E+07,0.5040000E+06,0.9922460E-01,0.6233333E+00,0.1720038E-38,0.1401298E-44,
 0.2895500E+04,0.6856000E+07,0.5040000E+06,0.1124981E+00,0.6142857E+00,0.1720038E-38,0.1401298E-44,
 0.2896500E+04,0.6856000E+07,0.5040000E+06,0.1046613E+00,0.5666667E+00,0.1720038E-38,0.1401298E-44,
 0.2897500E+04,0.6856000E+07,0.5040000E+06,0.9075630E-01,0.5585714E+00,0.1720038E-38,0.1401298E-44,
 0.2898500E+04,0.6856000E+07,0.5040000E+06,0.1077629E+00,0.6183333E+00,0.1720038E-38,0.1401298E-44,
 0.2899500E+04,0.6856000E+07,0.5040000E+06,0.1132086E+00,0.6685714E+00,0.1720038E-38,0.1401298E-44,
 0.2900500E+04,0.6856000E+07,0.5040000E+06,0.9931245E-01,0.6414286E+00,0.1720038E-38,0.1401298E-44,
 0.2901500E+04,0.6856000E+07,0.5040000E+06,0.1149109E+00,0.6450000E+00,0.1720038E-38,0.1401298E-44,
 0.2902500E+04,0.6856000E+07,0.5040000E+06,0.9278075E-01,0.5900000E+00,0.1720038E-38,0.1401298E-44,
 0.2903500E+04,0.6856000E+07,0.5040000E+06,0.1022371E+00,0.6133333E+00,0.1720038E-38,0.1401298E-44,
 0.2904500E+04,0.6856000E+07,0.5040000E+06,0.1013980E+00,0.6542857E+00,0.1720038E-38,0.1401298E-44,
 0.2905500E+04,0.6856000E+07,0.5040000E+06,0.1066667E+00,0.6250000E+00,0.1720038E-38,0.1401298E-44,
 0.2906500E+04,0.6856000E+07,0.5040000E+06,0.1048128E+00,0.6442857E+00,0.1720038E-38,0.1401298E-44,
 0.2907500E+04,0.6856000E+07,0.5040000E+06,0.1035982E+00,0.5971429E+00,0.1720038E-38,0.1401298E-44,
 0.2908500E+04,0.6856000E+07,0.5040000E+06,0.1050980E+00,0.5950000E+00,0.1720038E-38,0.1401298E-44,
 0.2909500E+04,0.6856000E+07,0.5040000E+06,0.8940412E-01,0.5842857E+00,0.1720038E-38,0.1401298E-44,
 0.2910500E+04,0.6856000E+07,0.5040000E+06,0.1136809E+00,0.6400000E+00,0.1720038E-38,0.1401298E-44,
 0.2911500E+04,0.6856000E+07,0.5040000E+06,0.1139037E+00,0.6528571E+00,0.1720038E-38,0.1401298E-44,
 0.2912500E+04,0.6856000E+07,0.5040000E+06,0.1159447E+00,0.6416667E+00,0.1720038E-38,0.1401298E-44,
 0.2913500E+04,0.6856000E+07,0.5040000E+06,0.1126509E+00,0.6271428E+00,0.1720038E-38,0.1401298E-44,
 0.2914500E+04,0.6856000E+07,0.5040000E+06,0.1173084E+00,0.6216667E+00,0.1720038E-38,0.1401298E-44,
 0.2915500E+04,0.6856000E+07,0.5040000E+06,0.1140871E+00,0.5957143E+00,0.1720038E-38,0.1401298E-44,
 0.2916500E+04,0.6856000E+07,0.5040000E+06,0.1071963E+00,0.5728571E+00,0.1720038E-38,0.1401298E-44,
 0.2917500E+04,0.6856000E+07,0.5040000E+06,0.1135472E+00,0.5916667E+00,0.1720038E-38,0.1401298E-44,
 0.2918500E+04,0.6856000E+07,0.5040000E+06,0.1125898E+00,0.6042857E+00,0.1720038E-38,0.1401298E-44,
 0.2919500E+04,0.6856000E+07,0.5040000E+06,0.1098039E+00,0.5916667E+00,0.1720038E-38,0.1401298E-44,
 0.2920500E+04,0.6856000E+07,0.5040000E+06,0.1044920E+00,0.6114286E+00,0.1720038E-38,0.1401298E-44,
 0.2921500E+04,0.6856000E+07,0.5040000E+06,0.1168449E+00,0.6733333E+00,0.1720038E-38,0.1401298E-44,
 0.2922500E+04,0.6856000E+07,0.5040000E+06,0.1211994E+00,0.6514286E+00,0.1720038E-38,0.1401298E-44,
 0.2923500E+04,0.6856000E+07,0.5040000E+06,0.1116399E+00,0.6116667E+00,0.1720038E-38,0.1401298E-44,
 0.2924500E+04,0.6856000E+07,0.5040000E+06,0.1170053E+00,0.6242857E+00,0.1720038E-38,0.1401298E-44,
 0.2925500E+04,0.6856000E+07,0.5040000E+06,0.1145225E+00,0.6585714E+00,0.1720038E-38,0.1401298E-44,
 0.2926500E+04,0.6856000E+07,0.5040000E+06,0.1184581E+00,0.6516666E+00,0.1720038E-38,0.1401298E-44,
 0.2927500E+04,0.6856000E+07,0.5040000E+06,0.1178380E+00,0.6528571E+00,0.1720038E-38,0.1401298E-44,
 0.2928500E+04,0.6856000E+07,0.5040000E+06,0.1093226E+00,0.6183333E+00,0.1720038E-38,0.1401298E-44,
 0.2929500E+04,0.6856000E+07,0.5040000E+06,0.1246830E+00,0.6114286E+00,0.1720038E-38,0.1401298E-44,
 0.2930500E+04,0.6856000E+07,0.5040000E+06,0.1114617E+00,0.6100000E+00,0.1720038E-38,0.1401298E-44,
 0.2931500E+04,0.6856000E+07,0.5040000E+06,0.1169977E+00,0.6100000E+00,0.1720038E-38,0.1401298E-44,
 0.2932500E+04,0.6856000E+07,0.5040000E+06,0.1161879E+00,0.6614286E+00,0.1720038E-38,0.1401298E-44,
 0.2933500E+04,0.6856000E+07,0.5040000E+06,0.1099643E+00,0.6366667E+00,0.1720038E-38,0.1401298E-44,
 0.2934500E+04,0.6856000E+07,0.5040000E+06,0.1062567E+00,0.6114286E+00,0.1720038E-38,0.1401298E-44,
 0.2935500E+04,0.6856000E+07,0.5040000E+06,0.1192959E+00,0.6583333E+00,0.1720038E-38,0.1401298E-44,
 0.2936500E+04,0.6856000E+07,0.5040000E+06,0.1054927E+00,0.6585714E+00,0.1720038E-38,0.1401298E-44,
 0.2937500E+04,0.6856000E+07,0.5040000E+06,0.1084938E+00,0.6383333E+00,0.1720038E-38,0.1401298E-44,
 0.2938500E+04,0.6856000E+07,0.5040000E+06,0.1206035E+00,0.6285715E+00,0.1720038E-38,0.1401298E-44,
 0.2939500E+04,0.6856000E+07,0.5040000E+06,0.1265152E+00,0.6533333E+00,0.1720038E-38,0.1401298E-44,
 0.2940500E+04,0.6856000E+07,0.5040000E+06,0.1237280E+00,0.6357143E+00,0.1720038E-38,0.1401298E-44,
 0.2941500E+04,0.6856000E+07,0.5040000E+06,0.1203667E+00,0.6157143E+00,0.1720038E-38,0.1401298E-44,
 0.2942500E+04,0.6856000E+07,0.5040000E+06,0.1214260E+00,0.6383333E+00,0.1720038E-38,0.1401298E-44,
 0.2943500E+04,0.6856000E+07,0.5040000E+06,0.1219939E+00,0.6414286E+00,0.1720038E-38,0.1401298E-44,
 0.2944500E+04,0.6856000E+07,0.5040000E+06,0.6367201E-01,0.5450000E+00,0.1720038E-38,0.1401298E-44,
 0.2945500E+04,0.6856000E+07,0.5040000E+06,0.9252865E-01,0.5971429E+00,0.1720038E-38,0.1401298E-44,
 0.2946500E+04,0.6856000E+07,0.5040000E+06,0.1181016E+00,0.6366667E+00,0.1720038E-38,0.1401298E-44,
 0.2947500E+04,0.6856000E+07,0.5040000E+06,0.1074866E+00,0.6028571E+00,0.1720038E-38,0.1401298E-44,
 0.2948500E+04,0.6856000E+07,0.5040000E+06,0.1163331E+00,0.6300000E+00,0.1720038E-38,0.1401298E-44,
 0.2949500E+04,0.6856000E+07,0.5040000E+06,0.1012834E+00,0.6116667E+00,0.1720038E-38,0.1401298E-44,
 0.2950500E+04,0.6856000E+07,0.5040000E+06,0.1167533E+00,0.6514286E+00,0.1720038E-38,0.1401298E-44,
 0.2951500E+04,0.6856000E+07,0.5040000E+06,0.1099643E+00,0.6383333E+00,0.1720038E-38,0.1401298E-44,
 0.2952500E+04,0.6856000E+07,0.5040000E+06,0.1207334E+00,0.6185715E+00,0.1720038E-38,0.1401298E-44,
 0.2953500E+04,0.6856000E+07,0.5040000E+06,0.1160160E+00,0.6666667E+00,0.1720038E-38,0.1401298E-44,
 0.2954500E+04,0.6856000E+07,0.5040000E+06,0.1151337E+00,0.6585714E+00,0.1720038E-38,0.1401298E-44,
 0.2955500E+04,0.6856000E+07,0.5040000E+06,0.1205882E+00,0.6466666E+00,0.1720038E-38,0.1401298E-44,
 0.2956500E+04,0.6856000E+07,0.5040000E+06,0.1053934E+00,0.6214285E+00,0.1720038E-38,0.1401298E-44,
 0.2957500E+04,0.6856000E+07,0.5040000E+06,0.1121008E+00,0.6214285E+00,0.1720038E-38,0.1401298E-44,
 0.2958500E+04,0.6856000E+07,0.5040000E+06,0.1168538E+00,0.6383333E+00,0.1720038E-38,0.1401298E-44,
 0.2959500E+04,0.6856000E+07,0.5040000E+06,0.5601986E-01,0.6100000E+00,0.1720038E-38,0.1401298E-44,
 0.2960500E+04,0.6856000E+07,0.5040000E+06,0.1204367E+00,0.6533333E+00,0.1720038E-38,0.1401298E-44,
 0.2961500E+04,0.6856000E+07,0.5040000E+06,0.1061956E+00,0.6457143E+00,0.1720038E-38,0.1401298E-44,
 0.2962500E+04,0.6856000E+07,0.5040000E+06,0.1169786E+00,0.6366667E+00,0.1720038E-38,0.1401298E-44,
 0.2963500E+04,0.6856000E+07,0.5040000E+06,0.1101681E+00,0.6300000E+00,0.1720038E-38,0.1401298E-44,
 0.2964500E+04,0.6856000E+07,0.5040000E+06,0.1125286E+00,0.6371428E+00,0.1720038E-38,0.1401298E-44,
 0.2965500E+04,0.6856000E+07,0.5040000E+06,0.1122816E+00,0.6633334E+00,0.1720038E-38,0.1401298E-44,
 0.2966500E+04,0.6856000E+07,0.5040000E+06,0.1121085E+00,0.6471428E+00,0.1720038E-38,0.1401298E-44,
 0.2967500E+04,0.6856000E+07,0.5040000E+06,0.1223886E+00,0.6500000E+00,0.1720038E-38,0.1401298E-44,
 0.2968500E+04,0.6856000E+07,0.5040000E+06,0.1188159E+00,0.6400000E+00,0.1720038E-38,0.1401298E-44,
 0.2969500E+04,0.6856000E+07,0.5040000E+06,0.1093583E+00,0.6316667E+00,0.1720038E-38,0.1401298E-44,
 0.2970500E+04,0.6856000E+07,0.5040000E+06,0.1153629E+00,0.6371428E+00,0.1720038E-38,0.1401298E-44,
 0.2971500E+04,0.6856000E+07,0.5040000E+06,0.1158824E+00,0.6350000E+00,0.1720038E-38,0.1401298E-44,
 0.2972500E+04,0.6856000E+07,0.5040000E+06,0.1123224E+00,0.6400000E+00,0.1720038E-38,0.1401298E-44,
 0.2973500E+04,0.6856000E+07,0.5040000E+06,0.1140718E+00,0.6628571E+00,0.1720038E-38,0.1401298E-44,
 0.2974500E+04,0.6856000E+07,0.5040000E+06,0.1115419E+00,0.6166667E+00,0.1720038E-38,0.1401298E-44,
 0.2975500E+04,0.6856000E+07,0.5040000E+06,0.1087548E+00,0.6142857E+00,0.1720038E-38,0.1401298E-44,
 0.2976500E+04,0.6856000E+07,0.5040000E+06,0.1072549E+00,0.6483333E+00,0.1720038E-38,0.1401298E-44,
 0.2977500E+04,0.6856000E+07,0.5040000E+06,0.1047517E+00,0.6214285E+00,0.1720038E-38,0.1401298E-44,
 0.2978500E+04,0.6856000E+07,0.5040000E+06,0.1123173E+00,0.6283333E+00,0.1720038E-38,0.1401298E-44,
 0.2979500E+04,0.6856000E+07,0.5040000E+06,0.9827349E-01,0.6028572E+00,0.1720038E-38,0.1401298E-44,
 0.2980500E+04,0.6856000E+07,0.5040000E+06,0.1096868E+00,0.6300000E+00,0.1720038E-38,0.1401298E-44,
 0.2981500E+04,0.6856000E+07,0.5040000E+06,0.1004635E+00,0.6283333E+00,0.1720038E-38,0.1401298E-44,
 0.2982500E+04,0.6856000E+07,0.5040000E+06,0.1002750E+00,0.6042857E+00,0.1720038E-38,0.1401298E-44,
 0.2983500E+04,0.6856000E+07,0.5040000E+06,0.1089216E+00,0.6416667E+00,0.1720038E-38,0.1401298E-44,
 0.2984500E+04,0.6856000E+07,0.5040000E+06,0.1045225E+00,0.6242857E+00,0.1720038E-38,0.1401298E-44,
 0.2985500E+04,0.6856000E+07,0.5040000E+06,0.1044296E+00,0.6066667E+00,0.1720038E-38,0.1401298E-44,
 0.2986500E+04,0.6856000E+07,0.5040000E+06,0.1112299E+00,0.5871428E+00,0.1720038E-38,0.1401298E-44,
 0.2987500E+04,0.6856000E+07,0.5040000E+06,0.1166310E+00,0.5783333E+00,0.1720038E-38,0.1401298E-44,
 0.2988500E+04,0.6856000E+07,0.5040000E+06,0.1073797E+00,0.5885714E+00,0.1720038E-38,0.1401298E-44,
 0.2989500E+04,0.6856000E+07,0.5040000E+06,0.1101757E+00,0.6228572E+00,0.1720038E-38,0.1401298E-44,
 0.2990500E+04,0.6856000E+07,0.5040000E+06,0.1058200E+00,0.6416667E+00,0.1720038E-38,0.1401298E-44,
 0.2991500E+04,0.6856000E+07,0.5040000E+06,0.1033308E+00,0.6214285E+00,0.1720038E-38,0.1401298E-44,
 0.2992500E+04,0.6856000E+07,0.5040000E+06,0.1103922E+00,0.6466666E+00,0.1720038E-38,0.1401298E-44,
 0.2993500E+04,0.6856000E+07,0.5040000E+06,0.8481283E-01,0.6171429E+00,0.1720038E-38,0.1401298E-44,
 0.2994500E+04,0.6856000E+07,0.5040000E+06,0.9122995E-01,0.6300000E+00,0.1720038E-38,0.1401298E-44,
 0.2995500E+04,0.6856000E+07,0.5040000E+06,0.1041024E+00,0.6557143E+00,0.1720038E-38,0.1401298E-44,
 0.2996500E+04,0.6856000E+07,0.5040000E+06,0.1108480E+00,0.6685715E+00,0.1720038E-38,0.1401298E-44,
 0.2997500E+04,0.6856000E+07,0.5040000E+06,0.9742424E-01,0.6466666E+00,0.1720038E-38,0.1401298E-44,
 0.2998500E+04,0.6856000E+07,0.5040000E+06,0.9142857E-01,0.6142857E+00,0.1720038E-38,0.1401298E-44,
 0.2999500E+04,0.6856000E+07,0.5040000E+06,0.8597147E-01,0.5783333E+00,0.1720038E-38,0.1401298E-44,
 0.3000500E+04,0.6856000E+07,0.5040000E+06,0.9643239E-01,0.6828572E+00,0.1720038E-38,0.1401298E-44,
 0.3001500E+04,0.6856000E+07,0.5040000E+06,0.9475045E-01,0.6150000E+00,0.1720038E-38,0.1401298E-44,
 0.3002500E+04,0.6856000E+07,0.5040000E+06,0.9080978E-01,0.5957143E+00,0.1720038E-38,0.1401298E-44,
 0.3003500E+04,0.6856000E+07,0.5040000E+06,0.9110517E-01,0.5966667E+00,0.1720038E-38,0.1401298E-44,
 0.3004500E+04,0.6856000E+07,0.5040000E+06,0.9265852E-01,0.6200000E+00,0.1720038E-38,0.1401298E-44,
 0.3005500E+04,0.6856000E+07,0.5040000E+06,0.9078686E-01,0.5957143E+00,0.1720038E-38,0.1401298E-44,
 0.3006500E+04,0.6856000E+07,0.5040000E+06,0.9102496E-01,0.5933334E+00,0.1720038E-38,0.1401298E-44,
 0.3007500E+04,0.6856000E+07,0.5040000E+06,0.8844920E-01,0.5657143E+00,0.1720038E-38,0.1401298E-44,
 0.3008500E+04,0.6856000E+07,0.5040000E+06,0.9139038E-01,0.5933333E+00,0.1720038E-38,0.1401298E-44,
 0.3009500E+04,0.6856000E+07,0.5040000E+06,0.1016272E+00,0.5942857E+00,0.1720038E-38,0.1401298E-44,
 0.3010500E+04,0.6856000E+07,0.5040000E+06,0.1007932E+00,0.6283333E+00,0.1720038E-38,0.1401298E-44,
 0.3011500E+04,0.6856000E+07,0.5040000E+06,0.1008633E+00,0.5742857E+00,0.1720038E-38,0.1401298E-44,
 0.3012500E+04,0.6856000E+07,0.5040000E+06,0.1013547E+00,0.5666667E+00,0.1720038E-38,0.1401298E-44,
 0.3013500E+04,0.6856000E+07,0.5040000E+06,0.1025057E+00,0.5728571E+00,0.1720038E-38,0.1401298E-44,
 0.3014500E+04,0.6856000E+07,0.5040000E+06,0.1037357E+00,0.5728571E+00,0.1720038E-38,0.1401298E-44,
 0.3015500E+04,0.6856000E+07,0.5040000E+06,0.1009269E+00,0.5716667E+00,0.1720038E-38,0.1401298E-44,
 0.3016500E+04,0.6856000E+07,0.5040000E+06,0.1009702E+00,0.5742857E+00,0.1720038E-38,0.1401298E-44,
 0.3017500E+04,0.6856000E+07,0.5040000E+06,0.1042959E+00,0.5933334E+00,0.1720038E-38,0.1401298E-44,
 0.3018500E+04,0.6856000E+07,0.5040000E+06,0.1022231E+00,0.6257143E+00,0.1720038E-38,0.1401298E-44,
 0.3019500E+04,0.6856000E+07,0.5040000E+06,0.1029857E+00,0.6116667E+00,0.1720038E-38,0.1401298E-44,
 0.3020500E+04,0.6856000E+07,0.5040000E+06,0.1022995E+00,0.6642857E+00,0.1720038E-38,0.1401298E-44,
 0.3021500E+04,0.6856000E+07,0.5040000E+06,0.1024752E+00,0.6314285E+00,0.1720038E-38,0.1401298E-44,
 0.3022500E+04,0.6856000E+07,0.5040000E+06,0.1021390E+00,0.6400000E+00,0.1720038E-38,0.1401298E-44,
 0.3023500E+04,0.6856000E+07,0.5040000E+06,0.1009702E+00,0.6385714E+00,0.1720038E-38,0.1401298E-44,
 0.3024500E+04,0.6856000E+07,0.5040000E+06,0.9731729E-01,0.6183333E+00,0.1720038E-38,0.1401298E-44,
 0.3025500E+04,0.6856000E+07,0.5040000E+06,0.8996180E-01,0.5885714E+00,0.1720038E-38,0.1401298E-44,
 0.3026500E+04,0.6856000E+07,0.5040000E+06,0.1001515E+00,0.6316667E+00,0.1720038E-38,0.1401298E-44,
 0.3027500E+04,0.6856000E+07,0.5040000E+06,0.1038503E+00,0.6414286E+00,0.1720038E-38,0.1401298E-44,
 0.3028500E+04,0.6856000E+07,0.5040000E+06,0.9300356E-01,0.6316667E+00,0.1720038E-38,0.1401298E-44,
 0.3029500E+04,0.6856000E+07,0.5040000E+06,0.1027578E+00,0.6500000E+00,0.1720038E-38,0.1401298E-44,
 0.3030500E+04,0.6856000E+07,0.5040000E+06,0.1042475E+00,0.6514286E+00,0.1720038E-38,0.1401298E-44,
 0.3031500E+04,0.6856000E+07,0.5040000E+06,0.9960784E-01,0.6283333E+00,0.1720038E-38,0.1401298E-44,
 0.3032500E+04,0.6856000E+07,0.5040000E+06,0.1052559E+00,0.6371428E+00,0.1720038E-38,0.1401298E-44,
 0.3033500E+04,0.6856000E+07,0.5040000E+06,0.1044831E+00,0.6233333E+00,0.1720038E-38,0.1401298E-44,
 0.3034500E+04,0.6856000E+07,0.5040000E+06,0.1012681E+00,0.6157143E+00,0.1720038E-38,0.1401298E-44,
 0.3035500E+04,0.6856000E+07,0.5040000E+06,0.9826203E-01,0.6350000E+00,0.1720038E-38,0.1401298E-44,
 0.3036500E+04,0.6856000E+07,0.5040000E+06,0.9539343E-01,0.6085714E+00,0.1720038E-38,0.1401298E-44,
 0.3037500E+04,0.6856000E+07,0.5040000E+06,0.1069137E+00,0.6100000E+00,0.1720038E-38,0.1401298E-44,
 0.3038500E+04,0.6856000E+07,0.5040000E+06,0.1007576E+00,0.6150000E+00,0.1720038E-38,0.1401298E-44,
 0.3039500E+04,0.6856000E+07,0.5040000E+06,0.1030710E+00,0.6128572E+00,0.1720038E-38,0.1401298E-44,
 0.3040500E+04,0.6856000E+07,0.5040000E+06,0.1001783E+00,0.5783333E+00,0.1720038E-38,0.1401298E-44,
 0.3041500E+04,0.6856000E+07,0.5040000E+06,0.1056302E+00,0.6042857E+00,0.1720038E-38,0.1401298E-44,
 0.3042500E+04,0.6856000E+07,0.5040000E+06,0.1043405E+00,0.6050000E+00,0.1720038E-38,0.1401298E-44,
 0.3043500E+04,0.6856000E+07,0.5040000E+06,0.9822001E-01,0.6085714E+00,0.1720038E-38,0.1401298E-44,
 0.3044500E+04,0.6856000E+07,0.5040000E+06,0.8564171E-01,0.5350000E+00,0.1720038E-38,0.1401298E-44,
 0.3045500E+04,0.6856000E+07,0.5040000E+06,0.9307104E-01,0.6171429E+00,0.1720038E-38,0.1401298E-44,
 0.3046500E+04,0.6856000E+07,0.5040000E+06,0.9213140E-01,0.6500000E+00,0.1720038E-38,0.1401298E-44,
 0.3047500E+04,0.6856000E+07,0.5040000E+06,0.8496435E-01,0.6650000E+00,0.1720038E-38,0.1401298E-44,
 0.3048500E+04,0.6856000E+07,0.5040000E+06,0.9278075E-01,0.7342857E+00,0.1720038E-38,0.1401298E-44,
 0.3049500E+04,0.6856000E+07,0.5040000E+06,0.8830660E-01,0.6116667E+00,0.1720038E-38,0.1401298E-44,
 0.3050500E+04,0.6856000E+07,0.5040000E+06,0.9151261E-01,0.6185715E+00,0.1720038E-38,0.1401298E-44,
 0.3051500E+04,0.6856000E+07,0.5040000E+06,0.8947416E-01,0.6100000E+00,0.1720038E-38,0.1401298E-44,
 0.3052500E+04,0.6856000E+07,0.5040000E+06,0.9663101E-01,0.6200000E+00,0.1720038E-38,0.1401298E-44,
 0.3053500E+04,0.6856000E+07,0.5040000E+06,0.9271199E-01,0.6271428E+00,0.1720038E-38,0.1401298E-44,
 0.3054500E+04,0.6856000E+07,0.5040000E+06,0.8814617E-01,0.6116667E+00,0.1720038E-38,0.1401298E-44,
 0.3055500E+04,0.6856000E+07,0.5040000E+06,0.8928953E-01,0.6028572E+00,0.1720038E-38,0.1401298E-44,
 0.3056500E+04,0.6856000E+07,0.5040000E+06,0.8555259E-01,0.6500000E+00,0.1720038E-38,0.1401298E-44,
 0.3057500E+04,0.6856000E+07,0.5040000E+06,0.8772346E-01,0.5800000E+00,0.1720038E-38,0.1401298E-44,
 0.3058500E+04,0.6856000E+07,0.5040000E+06,0.9065954E-01,0.6416667E+00,0.1720038E-38,0.1401298E-44,
 0.3059500E+04,0.6856000E+07,0.5040000E+06,0.8854087E-01,0.6428571E+00,0.1720038E-38,0.1401298E-44,
