Easting,Northing,Depth,PHI,Vsh
504000,6856000,1914.65,0.343212121,0.45
504000,6856000,1914.8,0.33969697,0.43
504000,6856000,1914.95,0.321757576,0.43
504000,6856000,1915.11,0.308787879,0.42
504000,6856000,1915.26,0.323515152,0.42
504000,6856000,1915.41,0.324060606,0.45
504000,6856000,1915.56,0.327393939,0.43
504000,6856000,1915.72,0.331212121,0.44
504000,6856000,1915.87,0.319272727,0.45
504000,6856000,1916.02,0.32969697,0.49
504000,6856000,1916.17,0.348424242,0.51
504000,6856000,1916.33,0.339636364,0.49
504000,6856000,1916.48,0.331636364,0.54
504000,6856000,1916.63,0.332,0.5
504000,6856000,1916.78,0.317212121,0.5
504000,6856000,1916.94,0.323939394,0.54
504000,6856000,1917.09,0.324606061,0.52
504000,6856000,1917.24,0.308909091,0.52
504000,6856000,1917.39,0.310727273,0.44
504000,6856000,1917.55,0.319939394,0.47
504000,6856000,1917.7,0.313818182,0.48
504000,6856000,1917.85,0.314727273,0.43
504000,6856000,1918,0.317818182,0.46
504000,6856000,1918.16,0.307878788,0.46
504000,6856000,1918.31,0.307212121,0.48
504000,6856000,1918.46,0.311515152,0.54
504000,6856000,1918.61,0.325636364,0.54
504000,6856000,1918.76,0.323575758,0.54
504000,6856000,1918.92,0.317878788,0.55
504000,6856000,1919.07,0.326969697,0.52
504000,6856000,1919.22,0.321393939,0.47
504000,6856000,1919.37,0.316424242,0.46
504000,6856000,1919.53,0.312848485,0.46
504000,6856000,1919.68,0.324,0.44
504000,6856000,1919.83,0.333636364,0.43
504000,6856000,1919.98,0.321818182,0.46
504000,6856000,1920.14,0.313393939,0.5
504000,6856000,1920.29,0.317151515,0.54
504000,6856000,1920.44,0.317939394,0.54
504000,6856000,1920.59,0.322787879,0.49
504000,6856000,1920.75,0.312787879,0.45
504000,6856000,1920.9,0.313030303,0.46
504000,6856000,1921.05,0.334848485,0.46
504000,6856000,1921.2,0.345454545,0.45
504000,6856000,1921.36,0.345393939,0.45
504000,6856000,1921.51,0.36,0.43
504000,6856000,1921.66,0.338242424,0.46
504000,6856000,1921.81,0.330242424,0.52
504000,6856000,1921.97,0.327636364,0.48
504000,6856000,1922.12,0.324363636,0.48
504000,6856000,1922.27,0.322545455,0.53
504000,6856000,1922.42,0.321333333,0.49
504000,6856000,1922.57,0.314666667,0.45
504000,6856000,1922.73,0.301939394,0.43
504000,6856000,1922.88,0.301757576,0.49
504000,6856000,1923.03,0.310606061,0.53
504000,6856000,1923.18,0.313151515,0.49
504000,6856000,1923.34,0.317515152,0.47
504000,6856000,1923.49,0.322242424,0.44
504000,6856000,1923.64,0.332181818,0.49
504000,6856000,1923.79,0.320848485,0.51
504000,6856000,1923.95,0.312181818,0.5
504000,6856000,1924.1,0.322,0.54
504000,6856000,1924.25,0.323636364,0.49
504000,6856000,1924.4,0.329818182,0.5
504000,6856000,1924.56,0.327333333,0.48
504000,6856000,1924.71,0.313272727,0.44
504000,6856000,1924.86,0.316181818,0.46
504000,6856000,1925.01,0.335030303,0.48
504000,6856000,1925.17,0.335454545,0.47
504000,6856000,1925.32,0.337757576,0.46
504000,6856000,1925.47,0.324484848,0.45
504000,6856000,1925.62,0.316787879,0.41
504000,6856000,1925.78,0.321878788,0.42
504000,6856000,1925.93,0.32030303,0.44
504000,6856000,1926.08,0.336606061,0.46
504000,6856000,1926.23,0.342060606,0.47
504000,6856000,1926.38,0.332969697,0.48
504000,6856000,1926.54,0.318848485,0.51
504000,6856000,1926.69,0.3,0.52
504000,6856000,1926.84,0.299818182,0.5
504000,6856000,1926.99,0.320242424,0.46
504000,6856000,1927.15,0.331454545,0.46
504000,6856000,1927.3,0.344363636,0.5
504000,6856000,1927.45,0.335575758,0.51
504000,6856000,1927.6,0.352787879,0.5
504000,6856000,1927.76,0.357454545,0.51
504000,6856000,1927.91,0.347454545,0.52
504000,6856000,1928.06,0.361090909,0.53
504000,6856000,1928.21,0.325818182,0.52
504000,6856000,1928.37,0.326121212,0.55
504000,6856000,1928.52,0.341757576,0.52
504000,6856000,1928.67,0.320787879,0.54
504000,6856000,1928.82,0.321151515,0.55
504000,6856000,1928.98,0.320787879,0.5
504000,6856000,1929.13,0.327393939,0.52
504000,6856000,1929.28,0.325272727,0.55
504000,6856000,1929.43,0.316363636,0.54
504000,6856000,1929.59,0.308484848,0.58
504000,6856000,1929.74,0.291878788,0.59
504000,6856000,1929.89,0.301151515,0.53
504000,6856000,1930.04,0.301151515,0.51
504000,6856000,1930.19,0.288666667,0.54
504000,6856000,1930.35,0.286060606,0.57
504000,6856000,1930.5,0.296606061,0.59
504000,6856000,1930.65,0.29,0.57
504000,6856000,1930.8,0.272787879,0.55
504000,6856000,1930.96,0.265939394,0.55
504000,6856000,1931.11,0.267939394,0.6
504000,6856000,1931.26,0.281212121,0.64
504000,6856000,1931.41,0.278424242,0.61
504000,6856000,1931.57,0.262242424,0.57
504000,6856000,1931.72,0.272121212,0.59
504000,6856000,1931.87,0.277757576,0.62
504000,6856000,1932.02,0.284848485,0.65
504000,6856000,1932.18,0.289575758,0.65
504000,6856000,1932.33,0.284909091,0.59
504000,6856000,1932.48,0.271818182,0.56
504000,6856000,1932.63,0.285818182,0.57
504000,6856000,1932.79,0.286606061,0.61
504000,6856000,1932.94,0.273272727,0.59
504000,6856000,1933.09,0.235757576,0.56
504000,6856000,1933.24,0.211636364,0.51
504000,6856000,1933.4,0.196121212,0.51
504000,6856000,1933.55,0.165636364,0.52
504000,6856000,1933.7,0.214727273,0.53
504000,6856000,1933.85,0.241575758,0.49
504000,6856000,1934,0.238060606,0.48
504000,6856000,1934.16,0.251090909,0.49
504000,6856000,1934.31,0.249090909,0.5
504000,6856000,1934.46,0.259090909,0.49
504000,6856000,1934.61,0.266242424,0.49
504000,6856000,1934.77,0.259878788,0.53
504000,6856000,1934.92,0.262181818,0.52
504000,6856000,1935.07,0.291030303,0.49
504000,6856000,1935.22,0.30569697,0.5
504000,6856000,1935.38,0.301818182,0.5
504000,6856000,1935.53,0.30830303,0.46
504000,6856000,1935.68,0.310606061,0.46
504000,6856000,1935.83,0.301878788,0.47
504000,6856000,1935.99,0.305636364,0.47
504000,6856000,1936.14,0.307333333,0.48
504000,6856000,1936.29,0.316424242,0.47
504000,6856000,1936.44,0.324969697,0.48
504000,6856000,1936.6,0.318848485,0.51
504000,6856000,1936.75,0.327757576,0.52
504000,6856000,1936.9,0.321030303,0.53
504000,6856000,1937.05,0.315151515,0.5
504000,6856000,1937.21,0.317818182,0.47
504000,6856000,1937.36,0.305030303,0.46
504000,6856000,1937.51,0.29369697,0.44
504000,6856000,1937.66,0.298242424,0.42
504000,6856000,1937.81,0.300969697,0.44
504000,6856000,1937.97,0.321090909,0.43
504000,6856000,1938.12,0.332424242,0.43
504000,6856000,1938.27,0.317454545,0.43
504000,6856000,1938.42,0.315818182,0.46
504000,6856000,1938.58,0.318242424,0.49
504000,6856000,1938.73,0.31569697,0.49
504000,6856000,1938.88,0.307030303,0.51
504000,6856000,1939.03,0.307757576,0.5
504000,6856000,1939.19,0.314181818,0.55
504000,6856000,1939.34,0.311939394,0.53
504000,6856000,1939.49,0.308787879,0.5
504000,6856000,1939.64,0.317333333,0.52
504000,6856000,1939.8,0.321575758,0.51
504000,6856000,1939.95,0.323090909,0.52
504000,6856000,1940.1,0.323030303,0.48
504000,6856000,1940.25,0.327151515,0.44
504000,6856000,1940.41,0.330424242,0.38
504000,6856000,1940.56,0.330909091,0.35
504000,6856000,1940.71,0.332060606,0.34
504000,6856000,1940.86,0.328484848,0.36
504000,6856000,1941.02,0.337333333,0.41
504000,6856000,1941.17,0.343090909,0.4
504000,6856000,1941.32,0.34030303,0.43
504000,6856000,1941.47,0.336060606,0.45
504000,6856000,1941.62,0.33169697,0.42
504000,6856000,1941.78,0.304969697,0.41
504000,6856000,1941.93,0.322969697,0.42
504000,6856000,1942.08,0.331515152,0.39
504000,6856000,1942.23,0.324121212,0.43
504000,6856000,1942.39,0.341272727,0.52
504000,6856000,1942.54,0.344424242,0.55
504000,6856000,1942.69,0.345151515,0.49
504000,6856000,1942.84,0.349878788,0.44
504000,6856000,1943,0.360545455,0.4
504000,6856000,1943.15,0.367454545,0.39
504000,6856000,1943.3,0.358909091,0.36
504000,6856000,1943.45,0.365272727,0.33
504000,6856000,1943.61,0.377515152,0.33
504000,6856000,1943.76,0.380545455,0.33
504000,6856000,1943.91,0.38030303,0.38
504000,6856000,1944.06,0.377515152,0.41
504000,6856000,1944.22,0.395151515,0.37
504000,6856000,1944.37,0.386727273,0.28
504000,6856000,1944.52,0.377393939,0.28
504000,6856000,1944.67,0.369454545,0.3
504000,6856000,1944.83,0.36769697,0.32
504000,6856000,1944.98,0.369272727,0.35
504000,6856000,1945.13,0.365515152,0.38
504000,6856000,1945.28,0.371393939,0.38
504000,6856000,1945.43,0.375333333,0.4
504000,6856000,1945.59,0.369333333,0.39
504000,6856000,1945.74,0.379939394,0.35
504000,6856000,1945.89,0.395393939,0.33
504000,6856000,1946.04,0.394848485,0.33
504000,6856000,1946.2,0.381636364,0.35
504000,6856000,1946.35,0.374909091,0.37
504000,6856000,1946.5,0.36830303,0.35
504000,6856000,1946.65,0.378606061,0.3
504000,6856000,1946.81,0.391333333,0.28
504000,6856000,1946.96,0.384848485,0.31
504000,6856000,1947.11,0.377151515,0.34
504000,6856000,1947.26,0.364,0.38
504000,6856000,1947.42,0.36230303,0.38
504000,6856000,1947.57,0.367333333,0.41
504000,6856000,1947.72,0.371939394,0.43
504000,6856000,1947.87,0.366969697,0.4
504000,6856000,1948.03,0.363515152,0.4
504000,6856000,1948.18,0.37030303,0.4
504000,6856000,1948.33,0.374242424,0.4
504000,6856000,1948.48,0.35830303,0.31
504000,6856000,1948.64,0.34630303,0.33
504000,6856000,1948.79,0.355272727,0.38
504000,6856000,1948.94,0.355272727,0.42
504000,6856000,1949.09,0.354727273,0.41
504000,6856000,1949.24,0.352969697,0.37
504000,6856000,1949.4,0.352848485,0.4
504000,6856000,1949.55,0.363939394,0.45
504000,6856000,1949.7,0.368181818,0.45
504000,6856000,1949.85,0.363878788,0.38
504000,6856000,1950.01,0.368,0.38
504000,6856000,1950.16,0.376121212,0.36
504000,6856000,1950.31,0.360181818,0.37
504000,6856000,1950.46,0.359272727,0.45
504000,6856000,1950.62,0.360666667,0.48
504000,6856000,1950.77,0.359818182,0.4
504000,6856000,1950.92,0.35969697,0.37
504000,6856000,1951.07,0.365212121,0.37
504000,6856000,1951.23,0.364787879,0.36
504000,6856000,1951.38,0.366545455,0.35
504000,6856000,1951.53,0.363757576,0.36
504000,6856000,1951.68,0.355151515,0.36
504000,6856000,1951.84,0.370848485,0.4
504000,6856000,1951.99,0.368121212,0.42
504000,6856000,1952.14,0.356,0.4
504000,6856000,1952.29,0.316727273,0.39
504000,6856000,1952.45,0.285454545,0.4
504000,6856000,1952.6,0.315939394,0.48
504000,6856000,1952.75,0.348181818,0.53
504000,6856000,1952.9,0.376606061,0.48
504000,6856000,1953.05,0.373757576,0.43
504000,6856000,1953.21,0.383878788,0.35
504000,6856000,1953.36,0.377757576,0.36
504000,6856000,1953.51,0.36169697,0.44
504000,6856000,1953.66,0.359272727,0.44
504000,6856000,1953.82,0.354606061,0.38
504000,6856000,1953.97,0.364242424,0.4
504000,6856000,1954.12,0.373333333,0.42
504000,6856000,1954.27,0.372909091,0.42
504000,6856000,1954.43,0.357757576,0.45
504000,6856000,1954.58,0.354969697,0.43
504000,6856000,1954.73,0.347151515,0.41
504000,6856000,1954.88,0.339393939,0.45
504000,6856000,1955.04,0.333454545,0.44
504000,6856000,1955.19,0.343515152,0.43
504000,6856000,1955.34,0.337454545,0.41
504000,6856000,1955.49,0.323515152,0.46
504000,6856000,1955.65,0.323090909,0.45
504000,6856000,1955.8,0.311818182,0.44
504000,6856000,1955.95,0.299515152,0.48
504000,6856000,1956.1,0.294666667,0.47
504000,6856000,1956.26,0.28030303,0.47
504000,6856000,1956.41,0.271333333,0.44
504000,6856000,1956.56,0.263818182,0.42
504000,6856000,1956.71,0.268060606,0.37
504000,6856000,1956.86,0.297151515,0.36
504000,6856000,1957.02,0.310727273,0.39
504000,6856000,1957.17,0.314121212,0.44
504000,6856000,1957.32,0.321636364,0.47
504000,6856000,1957.47,0.315272727,0.5
504000,6856000,1957.63,0.324242424,0.49
504000,6856000,1957.78,0.335757576,0.48
504000,6856000,1957.93,0.330121212,0.45
504000,6856000,1958.08,0.339333333,0.48
504000,6856000,1958.24,0.364242424,0.51
504000,6856000,1958.39,0.348727273,0.46
504000,6856000,1958.54,0.344363636,0.47
504000,6856000,1958.69,0.335272727,0.49
504000,6856000,1958.85,0.327151515,0.45
504000,6856000,1959,0.326363636,0.45
504000,6856000,1959.15,0.323636364,0.5
504000,6856000,1959.3,0.327333333,0.5
504000,6856000,1959.46,0.327575758,0.46
504000,6856000,1959.61,0.324848485,0.49
504000,6856000,1959.76,0.316666667,0.5
504000,6856000,1959.91,0.312848485,0.44
504000,6856000,1960.07,0.316484848,0.46
504000,6856000,1960.22,0.313454545,0.45
504000,6856000,1960.37,0.306121212,0.46
504000,6856000,1960.52,0.304121212,0.53
504000,6856000,1960.67,0.300848485,0.54
504000,6856000,1960.83,0.306545455,0.54
504000,6856000,1960.98,0.306787879,0.53
504000,6856000,1961.13,0.295212121,0.52
504000,6856000,1961.28,0.296909091,0.48
504000,6856000,1961.44,0.293878788,0.47
504000,6856000,1961.59,0.296121212,0.48
504000,6856000,1961.74,0.301393939,0.47
504000,6856000,1961.89,0.305090909,0.44
504000,6856000,1962.05,0.304,0.45
504000,6856000,1962.2,0.300666667,0.49
504000,6856000,1962.35,0.306545455,0.48
504000,6856000,1962.5,0.302181818,0.42
504000,6856000,1962.66,0.290969697,0.42
504000,6856000,1962.81,0.346909091,0.46
504000,6856000,1962.96,0.27969697,0.38
504000,6856000,1963.11,0.176242424,0.29
504000,6856000,1963.27,0.196424242,0.28
504000,6856000,1963.42,0.284363636,0.31
504000,6856000,1963.57,0.35030303,0.38
504000,6856000,1963.72,0.319818182,0.41
504000,6856000,1963.88,0.283575758,0.44
504000,6856000,1964.03,0.301272727,0.45
504000,6856000,1964.18,0.267636364,0.45
504000,6856000,1964.33,0.262969697,0.42
504000,6856000,1964.48,0.27830303,0.43
504000,6856000,1964.64,0.290727273,0.45
504000,6856000,1964.79,0.298060606,0.43
504000,6856000,1964.94,0.30830303,0.37
504000,6856000,1965.09,0.333515152,0.4
504000,6856000,1965.25,0.313272727,0.39
504000,6856000,1965.4,0.296,0.4
504000,6856000,1965.55,0.28830303,0.41
504000,6856000,1965.7,0.291636364,0.42
504000,6856000,1965.86,0.268242424,0.44
504000,6856000,1966.01,0.255454545,0.45
504000,6856000,1966.16,0.274848485,0.46
504000,6856000,1966.31,0.284060606,0.43
504000,6856000,1966.47,0.28230303,0.4
504000,6856000,1966.62,0.248969697,0.39
504000,6856000,1966.77,0.239090909,0.35
504000,6856000,1966.92,0.248181818,0.33
504000,6856000,1967.08,0.238606061,0.37
504000,6856000,1967.23,0.263757576,0.38
504000,6856000,1967.38,0.285636364,0.37
504000,6856000,1967.53,0.290424242,0.37
504000,6856000,1967.69,0.275575758,0.38
504000,6856000,1967.84,0.266181818,0.35
504000,6856000,1967.99,0.269212121,0.34
504000,6856000,1968.14,0.270666667,0.35
504000,6856000,1968.29,0.276121212,0.4
504000,6856000,1968.45,0.266121212,0.42
504000,6856000,1968.6,0.256060606,0.39
504000,6856000,1968.75,0.265878788,0.4
504000,6856000,1968.9,0.26630303,0.44
504000,6856000,1969.06,0.244060606,0.46
504000,6856000,1969.21,0.262909091,0.41
504000,6856000,1969.36,0.283575758,0.37
504000,6856000,1969.51,0.271272727,0.37
504000,6856000,1969.67,0.274121212,0.42
504000,6856000,1969.82,0.283393939,0.4
504000,6856000,1969.97,0.271878788,0.36
504000,6856000,1970.12,0.258545455,0.43
504000,6856000,1970.28,0.249393939,0.44
504000,6856000,1970.43,0.246424242,0.37
504000,6856000,1970.58,0.236181818,0.35
504000,6856000,1970.73,0.252363636,0.37
504000,6856000,1970.89,0.266181818,0.34
504000,6856000,1971.04,0.249636364,0.37
504000,6856000,1971.19,0.235030303,0.39
504000,6856000,1971.34,0.171878788,0.37
504000,6856000,1971.5,0.107090909,0.37
504000,6856000,1971.65,0.149878788,0.34
504000,6856000,1971.8,0.194727273,0.38
504000,6856000,1971.95,0.216727273,0.38
504000,6856000,1972.1,0.230424242,0.31
504000,6856000,1972.26,0.248909091,0.34
504000,6856000,1972.41,0.263090909,0.4
504000,6856000,1972.56,0.251515152,0.37
504000,6856000,1972.71,0.261515152,0.35
504000,6856000,1972.87,0.278363636,0.37
504000,6856000,1973.02,0.272545455,0.37
504000,6856000,1973.17,0.268060606,0.33
504000,6856000,1973.32,0.285393939,0.35
504000,6856000,1973.48,0.282,0.36
504000,6856000,1973.63,0.162424242,0.31
504000,6856000,1973.78,0.029454545,0.24
504000,6856000,1973.93,0.013212121,0.18
504000,6856000,1974.09,0.082848485,0.2
504000,6856000,1974.24,0.160848485,0.29
504000,6856000,1974.39,0.205818182,0.32
504000,6856000,1974.54,0.235454545,0.37
504000,6856000,1974.7,0.250848485,0.43
504000,6856000,1974.85,0.245636364,0.38
504000,6856000,1975,0.26430303,0.31
504000,6856000,1975.15,0.258181818,0.29
504000,6856000,1975.31,0.238545455,0.32
504000,6856000,1975.46,0.247212121,0.34
504000,6856000,1975.61,0.253454545,0.35
504000,6856000,1975.76,0.237454545,0.41
504000,6856000,1975.91,0.233575758,0.41
504000,6856000,1976.07,0.238424242,0.38
504000,6856000,1976.22,0.244545455,0.34
504000,6856000,1976.37,0.246242424,0.33
504000,6856000,1976.52,0.278969697,0.36
504000,6856000,1976.68,0.246484848,0.37
504000,6856000,1976.83,0.14830303,0.3
504000,6856000,1976.98,0.120424242,0.24
504000,6856000,1977.13,0.178121212,0.31
504000,6856000,1977.29,0.236606061,0.38
504000,6856000,1977.44,0.239272727,0.4
504000,6856000,1977.59,0.217818182,0.38
504000,6856000,1977.74,0.228,0.32
504000,6856000,1977.9,0.225272727,0.32
504000,6856000,1978.05,0.213393939,0.34
504000,6856000,1978.2,0.224242424,0.34
504000,6856000,1978.35,0.235272727,0.35
504000,6856000,1978.51,0.263515152,0.37
504000,6856000,1978.66,0.275575758,0.38
504000,6856000,1978.81,0.263090909,0.35
504000,6856000,1978.96,0.265090909,0.34
504000,6856000,1979.12,0.270969697,0.38
504000,6856000,1979.27,0.292060606,0.41
504000,6856000,1979.42,0.260969697,0.4
504000,6856000,1979.57,0.223818182,0.32
504000,6856000,1979.72,0.274606061,0.27
504000,6856000,1979.88,0.259818182,0.33
504000,6856000,1980.03,0.246727273,0.36
504000,6856000,1980.18,0.26230303,0.34
504000,6856000,1980.33,0.259454545,0.34
504000,6856000,1980.49,0.258969697,0.35
504000,6856000,1980.64,0.281878788,0.32
504000,6856000,1980.79,0.270787879,0.35
504000,6856000,1980.94,0.259878788,0.35
504000,6856000,1981.1,0.269151515,0.35
504000,6856000,1981.25,0.274242424,0.36
504000,6856000,1981.4,0.265636364,0.37
504000,6856000,1981.55,0.259818182,0.37
504000,6856000,1981.71,0.262606061,0.35
504000,6856000,1981.86,0.269575758,0.35
504000,6856000,1982.01,0.275030303,0.37
504000,6856000,1982.16,0.271818182,0.36
504000,6856000,1982.32,0.296606061,0.32
504000,6856000,1982.47,0.311393939,0.32
504000,6856000,1982.62,0.28630303,0.36
504000,6856000,1982.77,0.269333333,0.38
504000,6856000,1982.93,0.265030303,0.35
504000,6856000,1983.08,0.259515152,0.34
504000,6856000,1983.23,0.257333333,0.34
504000,6856000,1983.38,0.254606061,0.32
504000,6856000,1983.53,0.271636364,0.29
504000,6856000,1983.69,0.283272727,0.3
504000,6856000,1983.84,0.276969697,0.33
504000,6856000,1983.99,0.26230303,0.32
504000,6856000,1984.14,0.254666667,0.28
504000,6856000,1984.3,0.244181818,0.29
504000,6856000,1984.45,0.237090909,0.3
504000,6856000,1984.6,0.253030303,0.29
504000,6856000,1984.75,0.267272727,0.29
504000,6856000,1984.91,0.268424242,0.33
504000,6856000,1985.06,0.270787879,0.33
504000,6856000,1985.21,0.268424242,0.34
504000,6856000,1985.36,0.275454545,0.36
504000,6856000,1985.52,0.283939394,0.37
504000,6856000,1985.67,0.277575758,0.38
504000,6856000,1985.82,0.278,0.32
504000,6856000,1985.97,0.294727273,0.32
504000,6856000,1986.13,0.296909091,0.34
504000,6856000,1986.28,0.303090909,0.32
504000,6856000,1986.43,0.295090909,0.3
504000,6856000,1986.58,0.279030303,0.3
504000,6856000,1986.74,0.257151515,0.33
504000,6856000,1986.89,0.247818182,0.33
504000,6856000,1987.04,0.261212121,0.29
504000,6856000,1987.19,0.26430303,0.29
504000,6856000,1987.34,0.246060606,0.32
504000,6856000,1987.5,0.235272727,0.3
504000,6856000,1987.65,0.260848485,0.29
504000,6856000,1987.8,0.261636364,0.31
504000,6856000,1987.95,0.272,0.31
504000,6856000,1988.11,0.288242424,0.32
504000,6856000,1988.26,0.276060606,0.35
504000,6856000,1988.41,0.282121212,0.35
504000,6856000,1988.56,0.305393939,0.33
504000,6856000,1988.72,0.30769697,0.35
504000,6856000,1988.87,0.300848485,0.33
504000,6856000,1989.02,0.305212121,0.34
504000,6856000,1989.17,0.299212121,0.36
504000,6856000,1989.33,0.251878788,0.36
504000,6856000,1989.48,0.239030303,0.39
504000,6856000,1989.63,0.287212121,0.36
504000,6856000,1989.78,0.296969697,0.33
504000,6856000,1989.94,0.307030303,0.33
504000,6856000,1990.09,0.282424242,0.34
504000,6856000,1990.24,0.30030303,0.33
504000,6856000,1990.39,0.303030303,0.34
504000,6856000,1990.55,0.308363636,0.38
504000,6856000,1990.7,0.317878788,0.34
504000,6856000,1990.85,0.305636364,0.33
504000,6856000,1991,0.303333333,0.37
504000,6856000,1991.15,0.311636364,0.35
504000,6856000,1991.31,0.320484848,0.37
504000,6856000,1991.46,0.327636364,0.36
504000,6856000,1991.61,0.32,0.34
504000,6856000,1991.76,0.319757576,0.34
504000,6856000,1991.92,0.311212121,0.32
504000,6856000,1992.07,0.303090909,0.29
504000,6856000,1992.22,0.301515152,0.29
504000,6856000,1992.37,0.303272727,0.36
504000,6856000,1992.53,0.28969697,0.36
504000,6856000,1992.68,0.279333333,0.28
504000,6856000,1992.83,0.271515152,0.3
504000,6856000,1992.98,0.278242424,0.35
504000,6856000,1993.14,0.269818182,0.38
504000,6856000,1993.29,0.266181818,0.35
504000,6856000,1993.44,0.27,0.3
504000,6856000,1993.59,0.252121212,0.32
504000,6856000,1993.75,0.254545455,0.37
504000,6856000,1993.9,0.273818182,0.37
504000,6856000,1994.05,0.276727273,0.39
504000,6856000,1994.2,0.28430303,0.41
504000,6856000,1994.36,0.287212121,0.39
504000,6856000,1994.51,0.295939394,0.36
504000,6856000,1994.66,0.305515152,0.36
504000,6856000,1994.81,0.304606061,0.38
504000,6856000,1994.96,0.299393939,0.39
504000,6856000,1995.12,0.270787879,0.38
504000,6856000,1995.27,0.251333333,0.4
504000,6856000,1995.42,0.251757576,0.39
504000,6856000,1995.57,0.24769697,0.38
504000,6856000,1995.73,0.253818182,0.42
504000,6856000,1995.88,0.264727273,0.49
504000,6856000,1996.03,0.227636364,0.56
504000,6856000,1996.18,0.21030303,0.52
504000,6856000,1996.34,0.223636364,0.39
504000,6856000,1996.49,0.230969697,0.35
504000,6856000,1996.64,0.241757576,0.34
504000,6856000,1996.79,0.255272727,0.33
504000,6856000,1996.95,0.271878788,0.33
504000,6856000,1997.1,0.277515152,0.34
504000,6856000,1997.25,0.273454545,0.35
504000,6856000,1997.4,0.275636364,0.39
504000,6856000,1997.56,0.284424242,0.45
504000,6856000,1997.71,0.289090909,0.52
504000,6856000,1997.86,0.299333333,0.56
504000,6856000,1998.01,0.312,0.58
504000,6856000,1998.17,0.319515152,0.63
504000,6856000,1998.32,0.294121212,0.64
504000,6856000,1998.47,0.285515152,0.58
504000,6856000,1998.62,0.289454545,0.55
504000,6856000,1998.77,0.276181818,0.58
504000,6856000,1998.93,0.253818182,0.62
504000,6856000,1999.08,0.237939394,0.61
504000,6856000,1999.23,0.23830303,0.59
504000,6856000,1999.38,0.250242424,0.58
504000,6856000,1999.54,0.27369697,0.52
504000,6856000,1999.69,0.268121212,0.48
504000,6856000,1999.84,0.213636364,0.46
504000,6856000,1999.99,0.195939394,0.43
504000,6856000,2000.15,0.196363636,0.4
504000,6856000,2000.3,0.247090909,0.42
504000,6856000,2000.45,0.302484848,0.49
504000,6856000,2000.6,0.324727273,0.52
504000,6856000,2000.76,0.308727273,0.5
504000,6856000,2000.91,0.318606061,0.49
504000,6856000,2001.06,0.354121212,0.49
504000,6856000,2001.21,0.355333333,0.58
504000,6856000,2001.37,0.360848485,0.64
504000,6856000,2001.52,0.369757576,0.64
504000,6856000,2001.67,0.359818182,0.61
504000,6856000,2001.82,0.326969697,0.58
504000,6856000,2001.98,0.303151515,0.53
504000,6856000,2002.13,0.298484848,0.42
504000,6856000,2002.28,0.306484848,0.4
504000,6856000,2002.43,0.314242424,0.46
504000,6856000,2002.58,0.303575758,0.5
504000,6856000,2002.74,0.300848485,0.45
504000,6856000,2002.89,0.283393939,0.39
504000,6856000,2003.04,0.283090909,0.34
504000,6856000,2003.19,0.279454545,0.32
504000,6856000,2003.35,0.334787879,0.36
504000,6856000,2003.5,0.378545455,0.42
504000,6856000,2003.65,0.325333333,0.41
504000,6856000,2003.8,0.296484848,0.37
504000,6856000,2003.96,0.272060606,0.39
504000,6856000,2004.11,0.278606061,0.38
504000,6856000,2004.26,0.279939394,0.36
504000,6856000,2004.41,0.261939394,0.38
504000,6856000,2004.57,0.27769697,0.38
504000,6856000,2004.72,0.306606061,0.39
504000,6856000,2004.87,0.286606061,0.44
504000,6856000,2005.02,0.273878788,0.51
504000,6856000,2005.18,0.276242424,0.47
504000,6856000,2005.33,0.269333333,0.47
504000,6856000,2005.48,0.276363636,0.54
504000,6856000,2005.63,0.285515152,0.56
504000,6856000,2005.79,0.283090909,0.57
504000,6856000,2005.94,0.28569697,0.56
504000,6856000,2006.09,0.300181818,0.54
504000,6856000,2006.24,0.302848485,0.57
504000,6856000,2006.39,0.305151515,0.55
504000,6856000,2006.55,0.312060606,0.61
504000,6856000,2006.7,0.305090909,0.6
504000,6856000,2006.85,0.29969697,0.53
504000,6856000,2007,0.253030303,0.5
504000,6856000,2007.16,0.222060606,0.46
504000,6856000,2007.31,0.236606061,0.43
504000,6856000,2007.46,0.241515152,0.42
504000,6856000,2007.61,0.234848485,0.45
504000,6856000,2007.77,0.232424242,0.48
504000,6856000,2007.92,0.232787879,0.43
504000,6856000,2008.07,0.254121212,0.45
504000,6856000,2008.22,0.281515152,0.52
504000,6856000,2008.38,0.265030303,0.57
504000,6856000,2008.53,0.276666667,0.56
504000,6856000,2008.68,0.278363636,0.53
504000,6856000,2008.83,0.277393939,0.52
504000,6856000,2008.99,0.30569697,0.57
504000,6856000,2009.14,0.298484848,0.6
504000,6856000,2009.29,0.283636364,0.59
504000,6856000,2009.44,0.293454545,0.6
504000,6856000,2009.6,0.294363636,0.59
504000,6856000,2009.75,0.285333333,0.53
504000,6856000,2009.9,0.285878788,0.48
504000,6856000,2010.05,0.289212121,0.47
504000,6856000,2010.2,0.297333333,0.49
504000,6856000,2010.36,0.301272727,0.48
504000,6856000,2010.51,0.299030303,0.49
504000,6856000,2010.66,0.293090909,0.55
504000,6856000,2010.81,0.274363636,0.52
504000,6856000,2010.97,0.268909091,0.44
504000,6856000,2011.12,0.249878788,0.45
504000,6856000,2011.27,0.236727273,0.45
504000,6856000,2011.42,0.247515152,0.42
504000,6856000,2011.58,0.253272727,0.43
