Depth,Vscale,Age,
  0.988139E+03, 0.196875E+00, 0.989198E+02,
  0.988291E+03, 0.198527E+00, 0.989527E+02,
  0.988444E+03, 0.199145E+00, 0.989856E+02,
  0.988596E+03, 0.199251E+00, 0.990185E+02,
  0.988749E+03, 0.199257E+00, 0.990515E+02,
  0.988901E+03, 0.199257E+00, 0.990844E+02,
  0.989053E+03, 0.199257E+00, 0.991173E+02,
  0.989206E+03, 0.199257E+00, 0.991502E+02,
  0.989358E+03, 0.199257E+00, 0.991831E+02,
  0.989511E+03, 0.199257E+00, 0.992161E+02,
  0.989663E+03, 0.199395E+00, 0.992490E+02,
  0.989815E+03, 0.200072E+00, 0.992819E+02,
  0.989968E+03, 0.199476E+00, 0.993148E+02,
  0.990120E+03, 0.193793E+00, 0.993477E+02,
  0.990273E+03, 0.186092E+00, 0.993807E+02,
  0.990425E+03, 0.180216E+00, 0.994136E+02,
  0.990577E+03, 0.176957E+00, 0.994465E+02,
  0.990730E+03, 0.175982E+00, 0.994794E+02,
  0.990882E+03, 0.178904E+00, 0.995123E+02,
  0.991035E+03, 0.187746E+00, 0.995452E+02,
  0.991187E+03, 0.199420E+00, 0.995782E+02,
  0.991339E+03, 0.206803E+00, 0.996111E+02,
  0.991492E+03, 0.206572E+00, 0.996440E+02,
  0.991644E+03, 0.201895E+00, 0.996769E+02,
  0.991797E+03, 0.196178E+00, 0.997098E+02,
  0.991949E+03, 0.190301E+00, 0.997428E+02,
  0.992101E+03, 0.184517E+00, 0.997757E+02,
  0.992254E+03, 0.180311E+00, 0.998086E+02,
  0.992406E+03, 0.176442E+00, 0.998415E+02,
  0.992559E+03, 0.168458E+00, 0.998744E+02,
  0.992711E+03, 0.158146E+00, 0.999073E+02,
  0.992863E+03, 0.154308E+00, 0.999403E+02,
  0.993016E+03, 0.158104E+00, 0.999732E+02,
  0.993168E+03, 0.164021E+00, 0.100006E+03,
  0.993321E+03, 0.170865E+00, 0.100039E+03,
  0.993473E+03, 0.179167E+00, 0.100072E+03,
  0.993625E+03, 0.183631E+00, 0.100105E+03,
  0.993778E+03, 0.179249E+00, 0.100138E+03,
  0.993930E+03, 0.167653E+00, 0.100171E+03,
  0.994083E+03, 0.159250E+00, 0.100204E+03,
  0.994235E+03, 0.158065E+00, 0.100237E+03,
  0.994387E+03, 0.159494E+00, 0.100269E+03,
  0.994540E+03, 0.156353E+00, 0.100302E+03,
  0.994692E+03, 0.151256E+00, 0.100335E+03,
  0.994845E+03, 0.150124E+00, 0.100368E+03,
  0.994997E+03, 0.152504E+00, 0.100401E+03,
  0.995149E+03, 0.156847E+00, 0.100434E+03,
  0.995302E+03, 0.160546E+00, 0.100467E+03,
  0.995454E+03, 0.163382E+00, 0.100500E+03,
  0.995607E+03, 0.162605E+00, 0.100533E+03,
  0.995759E+03, 0.152400E+00, 0.100566E+03,
  0.995911E+03, 0.132226E+00, 0.100599E+03,
  0.996064E+03, 0.112137E+00, 0.100632E+03,
  0.996216E+03, 0.101727E+00, 0.100664E+03,
  0.996369E+03, 0.968270E-01, 0.100697E+03,
  0.996521E+03, 0.935867E-01, 0.100730E+03,
  0.996673E+03, 0.979194E-01, 0.100763E+03,
  0.996826E+03, 0.108061E+00, 0.100796E+03,
  0.996978E+03, 0.120600E+00, 0.100829E+03,
  0.997131E+03, 0.133454E+00, 0.100862E+03,
  0.997283E+03, 0.140227E+00, 0.100895E+03,
  0.997435E+03, 0.135257E+00, 0.100928E+03,
  0.997588E+03, 0.127063E+00, 0.100961E+03,
  0.997740E+03, 0.122762E+00, 0.100994E+03,
  0.997893E+03, 0.118033E+00, 0.101027E+03,
  0.998045E+03, 0.107802E+00, 0.101059E+03,
  0.998197E+03, 0.964458E-01, 0.101092E+03,
  0.998350E+03, 0.916511E-01, 0.101125E+03,
  0.998502E+03, 0.101980E+00, 0.101158E+03,
  0.998655E+03, 0.123122E+00, 0.101191E+03,
  0.998807E+03, 0.143027E+00, 0.101224E+03,
  0.998959E+03, 0.154071E+00, 0.101257E+03,
  0.999112E+03, 0.156825E+00, 0.101290E+03,
  0.999264E+03, 0.159497E+00, 0.101323E+03,
  0.999417E+03, 0.167790E+00, 0.101356E+03,
  0.999569E+03, 0.176421E+00, 0.101389E+03,
  0.999721E+03, 0.177079E+00, 0.101422E+03,
  0.999874E+03, 0.170858E+00, 0.101455E+03,
  0.100003E+04, 0.164152E+00, 0.101487E+03,
  0.100018E+04, 0.161909E+00, 0.101520E+03,
  0.100033E+04, 0.163509E+00, 0.101553E+03,
  0.100048E+04, 0.165619E+00, 0.101586E+03,
  0.100064E+04, 0.167076E+00, 0.101619E+03,
  0.100079E+04, 0.167930E+00, 0.101652E+03,
  0.100094E+04, 0.171428E+00, 0.101685E+03,
  0.100109E+04, 0.176748E+00, 0.101718E+03,
  0.100125E+04, 0.179141E+00, 0.101751E+03,
  0.100140E+04, 0.176955E+00, 0.101784E+03,
  0.100155E+04, 0.170183E+00, 0.101817E+03,
  0.100170E+04, 0.160136E+00, 0.101850E+03,
  0.100185E+04, 0.152145E+00, 0.101882E+03,
  0.100201E+04, 0.154712E+00, 0.101915E+03,
  0.100216E+04, 0.162676E+00, 0.101948E+03,
  0.100231E+04, 0.166107E+00, 0.101981E+03,
  0.100246E+04, 0.162572E+00, 0.102014E+03,
  0.100262E+04, 0.158191E+00, 0.102047E+03,
  0.100277E+04, 0.157682E+00, 0.102080E+03,
  0.100292E+04, 0.161579E+00, 0.102113E+03,
  0.100307E+04, 0.168033E+00, 0.102146E+03,
  0.100323E+04, 0.174734E+00, 0.102179E+03,
  0.100338E+04, 0.177403E+00, 0.102212E+03,
  0.100353E+04, 0.167048E+00, 0.102245E+03,
  0.100368E+04, 0.142950E+00, 0.102277E+03,
  0.100384E+04, 0.121172E+00, 0.102310E+03,
  0.100399E+04, 0.113070E+00, 0.102343E+03,
  0.100414E+04, 0.119984E+00, 0.102376E+03,
  0.100429E+04, 0.133592E+00, 0.102409E+03,
  0.100445E+04, 0.145807E+00, 0.102442E+03,
  0.100460E+04, 0.152938E+00, 0.102475E+03,
  0.100475E+04, 0.155906E+00, 0.102508E+03,
  0.100490E+04, 0.158736E+00, 0.102541E+03,
  0.100506E+04, 0.163884E+00, 0.102574E+03,
  0.100521E+04, 0.170329E+00, 0.102607E+03,
  0.100536E+04, 0.176782E+00, 0.102640E+03,
  0.100551E+04, 0.181684E+00, 0.102672E+03,
  0.100566E+04, 0.184938E+00, 0.102705E+03,
  0.100582E+04, 0.188276E+00, 0.102738E+03,
  0.100597E+04, 0.188269E+00, 0.102771E+03,
  0.100612E+04, 0.175916E+00, 0.102804E+03,
  0.100627E+04, 0.150724E+00, 0.102837E+03,
  0.100643E+04, 0.129390E+00, 0.102870E+03,
  0.100658E+04, 0.119641E+00, 0.102903E+03,
  0.100673E+04, 0.122593E+00, 0.102936E+03,
  0.100688E+04, 0.137815E+00, 0.102969E+03,
  0.100704E+04, 0.159878E+00, 0.103002E+03,
  0.100719E+04, 0.180633E+00, 0.103035E+03,
  0.100734E+04, 0.193950E+00, 0.103068E+03,
  0.100749E+04, 0.199349E+00, 0.103100E+03,
  0.100765E+04, 0.199847E+00, 0.103133E+03,
  0.100780E+04, 0.197292E+00, 0.103166E+03,
  0.100795E+04, 0.192940E+00, 0.103199E+03,
  0.100810E+04, 0.188029E+00, 0.103232E+03,
  0.100826E+04, 0.183212E+00, 0.103265E+03,
  0.100841E+04, 0.181117E+00, 0.103298E+03,
  0.100856E+04, 0.182319E+00, 0.103331E+03,
  0.100871E+04, 0.183974E+00, 0.103364E+03,
  0.100887E+04, 0.185325E+00, 0.103397E+03,
  0.100902E+04, 0.186208E+00, 0.103430E+03,
  0.100917E+04, 0.185891E+00, 0.103463E+03,
  0.100932E+04, 0.183672E+00, 0.103495E+03,
  0.100947E+04, 0.176567E+00, 0.103528E+03,
  0.100963E+04, 0.163652E+00, 0.103561E+03,
  0.100978E+04, 0.149647E+00, 0.103594E+03,
  0.100993E+04, 0.139539E+00, 0.103627E+03,
  0.101008E+04, 0.138160E+00, 0.103660E+03,
  0.101024E+04, 0.145737E+00, 0.103693E+03,
  0.101039E+04, 0.155445E+00, 0.103726E+03,
  0.101054E+04, 0.160500E+00, 0.103759E+03,
  0.101069E+04, 0.156703E+00, 0.103792E+03,
  0.101085E+04, 0.145078E+00, 0.103825E+03,
  0.101100E+04, 0.133775E+00, 0.103858E+03,
  0.101115E+04, 0.128809E+00, 0.103890E+03,
  0.101130E+04, 0.128783E+00, 0.103923E+03,
  0.101146E+04, 0.132043E+00, 0.103956E+03,
  0.101161E+04, 0.139396E+00, 0.103989E+03,
  0.101176E+04, 0.151261E+00, 0.104022E+03,
  0.101191E+04, 0.163525E+00, 0.104055E+03,
  0.101207E+04, 0.174023E+00, 0.104088E+03,
  0.101222E+04, 0.180697E+00, 0.104121E+03,
  0.101237E+04, 0.181233E+00, 0.104154E+03,
  0.101252E+04, 0.171035E+00, 0.104187E+03,
  0.101268E+04, 0.145910E+00, 0.104220E+03,
  0.101283E+04, 0.116322E+00, 0.104253E+03,
  0.101298E+04, 0.966099E-01, 0.104285E+03,
  0.101313E+04, 0.917511E-01, 0.104318E+03,
  0.101328E+04, 0.102795E+00, 0.104351E+03,
  0.101344E+04, 0.122355E+00, 0.104384E+03,
  0.101359E+04, 0.141189E+00, 0.104417E+03,
  0.101374E+04, 0.155027E+00, 0.104450E+03,
  0.101389E+04, 0.163062E+00, 0.104483E+03,
  0.101405E+04, 0.166273E+00, 0.104516E+03,
  0.101420E+04, 0.165829E+00, 0.104549E+03,
  0.101435E+04, 0.161433E+00, 0.104582E+03,
  0.101450E+04, 0.149251E+00, 0.104615E+03,
  0.101466E+04, 0.137270E+00, 0.104648E+03,
  0.101481E+04, 0.133007E+00, 0.104681E+03,
  0.101496E+04, 0.135303E+00, 0.104713E+03,
  0.101511E+04, 0.137110E+00, 0.104746E+03,
  0.101527E+04, 0.132734E+00, 0.104779E+03,
  0.101542E+04, 0.124771E+00, 0.104812E+03,
  0.101557E+04, 0.121371E+00, 0.104845E+03,
  0.101572E+04, 0.125650E+00, 0.104878E+03,
  0.101588E+04, 0.135509E+00, 0.104911E+03,
  0.101603E+04, 0.151522E+00, 0.104944E+03,
  0.101618E+04, 0.168410E+00, 0.104977E+03,
  0.101633E+04, 0.179811E+00, 0.105010E+03,
  0.101649E+04, 0.183970E+00, 0.105043E+03,
  0.101664E+04, 0.179111E+00, 0.105076E+03,
  0.101679E+04, 0.163732E+00, 0.105108E+03,
  0.101694E+04, 0.143376E+00, 0.105141E+03,
  0.101709E+04, 0.124123E+00, 0.105174E+03,
  0.101725E+04, 0.107183E+00, 0.105207E+03,
  0.101740E+04, 0.945319E-01, 0.105240E+03,
  0.101755E+04, 0.834244E-01, 0.105273E+03,
  0.101770E+04, 0.726395E-01, 0.105306E+03,
  0.101786E+04, 0.672597E-01, 0.105339E+03,
  0.101801E+04, 0.780934E-01, 0.105372E+03,
  0.101816E+04, 0.105204E+00, 0.105405E+03,
  0.101831E+04, 0.138355E+00, 0.105438E+03,
  0.101847E+04, 0.166898E+00, 0.105471E+03,
  0.101862E+04, 0.182626E+00, 0.105503E+03,
  0.101877E+04, 0.180345E+00, 0.105536E+03,
  0.101892E+04, 0.171230E+00, 0.105569E+03,
  0.101908E+04, 0.167410E+00, 0.105602E+03,
  0.101923E+04, 0.169534E+00, 0.105635E+03,
  0.101938E+04, 0.173009E+00, 0.105668E+03,
  0.101953E+04, 0.173622E+00, 0.105701E+03,
  0.101969E+04, 0.173399E+00, 0.105734E+03,
  0.101984E+04, 0.178564E+00, 0.105767E+03,
  0.101999E+04, 0.189164E+00, 0.105800E+03,
  0.102014E+04, 0.197894E+00, 0.105833E+03,
  0.102030E+04, 0.199687E+00, 0.105866E+03,
  0.102045E+04, 0.196467E+00, 0.105898E+03,
  0.102060E+04, 0.194276E+00, 0.105931E+03,
  0.102075E+04, 0.196215E+00, 0.105964E+03,
  0.102091E+04, 0.204236E+00, 0.105997E+03,
  0.102106E+04, 0.216652E+00, 0.106030E+03,
  0.102121E+04, 0.228473E+00, 0.106063E+03,
  0.102136E+04, 0.238742E+00, 0.106096E+03,
  0.102151E+04, 0.245868E+00, 0.106129E+03,
  0.102167E+04, 0.248170E+00, 0.106162E+03,
  0.102182E+04, 0.244475E+00, 0.106195E+03,
  0.102197E+04, 0.231885E+00, 0.106228E+03,
  0.102212E+04, 0.219828E+00, 0.106261E+03,
  0.102228E+04, 0.226235E+00, 0.106294E+03,
  0.102243E+04, 0.246539E+00, 0.106326E+03,
  0.102258E+04, 0.262460E+00, 0.106359E+03,
  0.102273E+04, 0.268316E+00, 0.106392E+03,
  0.102289E+04, 0.267582E+00, 0.106425E+03,
  0.102304E+04, 0.267008E+00, 0.106458E+03,
  0.102319E+04, 0.267007E+00, 0.106491E+03,
  0.102334E+04, 0.267060E+00, 0.106524E+03,
  0.102350E+04, 0.269221E+00, 0.106557E+03,
  0.102365E+04, 0.272064E+00, 0.106590E+03,
  0.102380E+04, 0.272218E+00, 0.106623E+03,
  0.102395E+04, 0.264940E+00, 0.106656E+03,
  0.102411E+04, 0.247689E+00, 0.106689E+03,
  0.102426E+04, 0.228806E+00, 0.106721E+03,
  0.102441E+04, 0.213744E+00, 0.106754E+03,
  0.102456E+04, 0.200210E+00, 0.106787E+03,
  0.102471E+04, 0.187011E+00, 0.106820E+03,
  0.102487E+04, 0.179896E+00, 0.106853E+03,
  0.102502E+04, 0.179911E+00, 0.106886E+03,
  0.102517E+04, 0.179664E+00, 0.106919E+03,
  0.102532E+04, 0.178294E+00, 0.106952E+03,
  0.102548E+04, 0.182503E+00, 0.106985E+03,
  0.102563E+04, 0.192857E+00, 0.107018E+03,
  0.102578E+04, 0.199850E+00, 0.107051E+03,
  0.102593E+04, 0.209183E+00, 0.107084E+03,
  0.102609E+04, 0.215299E+00, 0.107116E+03,
  0.102624E+04, 0.209166E+00, 0.107149E+03,
  0.102639E+04, 0.194039E+00, 0.107182E+03,
  0.102654E+04, 0.182835E+00, 0.107215E+03,
  0.102670E+04, 0.183568E+00, 0.107248E+03,
  0.102685E+04, 0.192349E+00, 0.107281E+03,
  0.102700E+04, 0.200681E+00, 0.107314E+03,
  0.102715E+04, 0.207667E+00, 0.107347E+03,
  0.102731E+04, 0.209631E+00, 0.107380E+03,
  0.102746E+04, 0.210599E+00, 0.107413E+03,
  0.102761E+04, 0.212883E+00, 0.107446E+03,
  0.102776E+04, 0.212202E+00, 0.107479E+03,
  0.102792E+04, 0.214294E+00, 0.107511E+03,
  0.102807E+04, 0.220255E+00, 0.107544E+03,
  0.102822E+04, 0.227437E+00, 0.107577E+03,
  0.102837E+04, 0.236692E+00, 0.107610E+03,
  0.102853E+04, 0.250656E+00, 0.107643E+03,
  0.102868E+04, 0.265899E+00, 0.107676E+03,
  0.102883E+04, 0.271408E+00, 0.107709E+03,
  0.102898E+04, 0.261615E+00, 0.107742E+03,
  0.102913E+04, 0.245437E+00, 0.107775E+03,
  0.102929E+04, 0.234555E+00, 0.107808E+03,
  0.102944E+04, 0.229328E+00, 0.107841E+03,
  0.102959E+04, 0.224187E+00, 0.107874E+03,
  0.102974E+04, 0.217170E+00, 0.107907E+03,
  0.102990E+04, 0.212526E+00, 0.107939E+03,
  0.103005E+04, 0.219640E+00, 0.107972E+03,
  0.103020E+04, 0.235654E+00, 0.108005E+03,
  0.103035E+04, 0.247649E+00, 0.108038E+03,
  0.103051E+04, 0.255805E+00, 0.108071E+03,
  0.103066E+04, 0.264605E+00, 0.108104E+03,
  0.103081E+04, 0.270221E+00, 0.108137E+03,
  0.103096E+04, 0.265704E+00, 0.108170E+03,
  0.103112E+04, 0.252109E+00, 0.108203E+03,
  0.103127E+04, 0.238079E+00, 0.108236E+03,
  0.103142E+04, 0.228596E+00, 0.108269E+03,
  0.103157E+04, 0.220038E+00, 0.108302E+03,
  0.103173E+04, 0.210713E+00, 0.108334E+03,
  0.103188E+04, 0.205493E+00, 0.108367E+03,
  0.103203E+04, 0.205870E+00, 0.108400E+03,
  0.103218E+04, 0.209186E+00, 0.108433E+03,
  0.103233E+04, 0.210135E+00, 0.108466E+03,
  0.103249E+04, 0.209811E+00, 0.108499E+03,
  0.103264E+04, 0.217891E+00, 0.108532E+03,
  0.103279E+04, 0.235561E+00, 0.108565E+03,
  0.103294E+04, 0.251967E+00, 0.108598E+03,
  0.103310E+04, 0.261234E+00, 0.108631E+03,
  0.103325E+04, 0.266322E+00, 0.108664E+03,
  0.103340E+04, 0.273043E+00, 0.108697E+03,
  0.103355E+04, 0.284979E+00, 0.108729E+03,
  0.103371E+04, 0.298419E+00, 0.108762E+03,
  0.103386E+04, 0.304151E+00, 0.108795E+03,
  0.103401E+04, 0.299112E+00, 0.108828E+03,
  0.103416E+04, 0.295498E+00, 0.108861E+03,
  0.103432E+04, 0.308929E+00, 0.108894E+03,
  0.103447E+04, 0.324865E+00, 0.108927E+03,
  0.103462E+04, 0.325607E+00, 0.108960E+03,
  0.103477E+04, 0.314877E+00, 0.108993E+03,
  0.103493E+04, 0.308802E+00, 0.109026E+03,
  0.103508E+04, 0.310294E+00, 0.109059E+03,
  0.103523E+04, 0.308818E+00, 0.109092E+03,
  0.103538E+04, 0.301547E+00, 0.109124E+03,
  0.103554E+04, 0.298473E+00, 0.109157E+03,
  0.103569E+04, 0.303074E+00, 0.109190E+03,
  0.103584E+04, 0.305196E+00, 0.109223E+03,
  0.103599E+04, 0.299273E+00, 0.109256E+03,
  0.103615E+04, 0.291962E+00, 0.109289E+03,
  0.103630E+04, 0.294535E+00, 0.109322E+03,
  0.103645E+04, 0.303219E+00, 0.109355E+03,
  0.103660E+04, 0.308967E+00, 0.109388E+03,
  0.103675E+04, 0.311579E+00, 0.109421E+03,
  0.103691E+04, 0.317112E+00, 0.109454E+03,
  0.103706E+04, 0.324237E+00, 0.109487E+03,
  0.103721E+04, 0.328099E+00, 0.109520E+03,
  0.103736E+04, 0.325953E+00, 0.109552E+03,
  0.103752E+04, 0.321558E+00, 0.109585E+03,
  0.103767E+04, 0.322576E+00, 0.109618E+03,
  0.103782E+04, 0.328235E+00, 0.109651E+03,
  0.103797E+04, 0.332736E+00, 0.109684E+03,
  0.103813E+04, 0.333557E+00, 0.109717E+03,
  0.103828E+04, 0.333089E+00, 0.109750E+03,
  0.103843E+04, 0.333617E+00, 0.109783E+03,
  0.103858E+04, 0.332647E+00, 0.109816E+03,
  0.103874E+04, 0.324399E+00, 0.109849E+03,
  0.103889E+04, 0.309209E+00, 0.109882E+03,
  0.103904E+04, 0.297751E+00, 0.109915E+03,
  0.103919E+04, 0.297641E+00, 0.109947E+03,
  0.103935E+04, 0.307371E+00, 0.109980E+03,
  0.103950E+04, 0.319915E+00, 0.110013E+03,
  0.103965E+04, 0.328022E+00, 0.110046E+03,
  0.103980E+04, 0.330293E+00, 0.110079E+03,
  0.103995E+04, 0.327560E+00, 0.110112E+03,
  0.104011E+04, 0.320340E+00, 0.110145E+03,
  0.104026E+04, 0.311242E+00, 0.110178E+03,
  0.104041E+04, 0.303644E+00, 0.110211E+03,
  0.104056E+04, 0.298913E+00, 0.110244E+03,
  0.104072E+04, 0.296216E+00, 0.110277E+03,
  0.104087E+04, 0.291532E+00, 0.110310E+03,
  0.104102E+04, 0.281148E+00, 0.110342E+03,
  0.104117E+04, 0.266309E+00, 0.110375E+03,
  0.104133E+04, 0.255682E+00, 0.110408E+03,
  0.104148E+04, 0.256923E+00, 0.110441E+03,
  0.104163E+04, 0.269383E+00, 0.110474E+03,
  0.104178E+04, 0.286491E+00, 0.110507E+03,
  0.104194E+04, 0.301999E+00, 0.110540E+03,
  0.104209E+04, 0.313033E+00, 0.110573E+03,
  0.104224E+04, 0.317341E+00, 0.110606E+03,
  0.104239E+04, 0.316784E+00, 0.110639E+03,
  0.104255E+04, 0.314820E+00, 0.110672E+03,
  0.104270E+04, 0.313099E+00, 0.110705E+03,
  0.104285E+04, 0.312291E+00, 0.110737E+03,
  0.104300E+04, 0.310920E+00, 0.110770E+03,
  0.104316E+04, 0.306965E+00, 0.110803E+03,
  0.104331E+04, 0.298994E+00, 0.110836E+03,
  0.104346E+04, 0.283580E+00, 0.110869E+03,
  0.104361E+04, 0.259759E+00, 0.110902E+03,
  0.104377E+04, 0.239869E+00, 0.110935E+03,
  0.104392E+04, 0.236332E+00, 0.110968E+03,
  0.104407E+04, 0.249452E+00, 0.111001E+03,
  0.104422E+04, 0.272956E+00, 0.111034E+03,
  0.104437E+04, 0.295427E+00, 0.111067E+03,
  0.104453E+04, 0.305813E+00, 0.111100E+03,
  0.104468E+04, 0.305322E+00, 0.111133E+03,
  0.104483E+04, 0.300680E+00, 0.111165E+03,
  0.104498E+04, 0.294585E+00, 0.111198E+03,
  0.104514E+04, 0.287572E+00, 0.111231E+03,
  0.104529E+04, 0.280946E+00, 0.111264E+03,
  0.104544E+04, 0.276266E+00, 0.111297E+03,
  0.104559E+04, 0.272232E+00, 0.111330E+03,
  0.104575E+04, 0.266578E+00, 0.111363E+03,
  0.104590E+04, 0.261958E+00, 0.111396E+03,
  0.104605E+04, 0.264120E+00, 0.111429E+03,
  0.104620E+04, 0.273715E+00, 0.111462E+03,
  0.104636E+04, 0.284599E+00, 0.111495E+03,
  0.104651E+04, 0.291347E+00, 0.111528E+03,
  0.104666E+04, 0.294108E+00, 0.111560E+03,
  0.104681E+04, 0.294497E+00, 0.111593E+03,
  0.104697E+04, 0.294197E+00, 0.111626E+03,
  0.104712E+04, 0.294771E+00, 0.111659E+03,
  0.104727E+04, 0.294659E+00, 0.111692E+03,
  0.104742E+04, 0.292235E+00, 0.111725E+03,
  0.104757E+04, 0.287839E+00, 0.111758E+03,
  0.104773E+04, 0.283939E+00, 0.111791E+03,
  0.104788E+04, 0.283523E+00, 0.111824E+03,
  0.104803E+04, 0.285365E+00, 0.111857E+03,
  0.104818E+04, 0.286786E+00, 0.111890E+03,
  0.104834E+04, 0.286355E+00, 0.111923E+03,
  0.104849E+04, 0.283509E+00, 0.111955E+03,
  0.104864E+04, 0.280276E+00, 0.111988E+03,
  0.104879E+04, 0.279951E+00, 0.112021E+03,
  0.104895E+04, 0.284791E+00, 0.112054E+03,
  0.104910E+04, 0.293178E+00, 0.112087E+03,
  0.104925E+04, 0.299665E+00, 0.112120E+03,
  0.104940E+04, 0.302626E+00, 0.112153E+03,
  0.104956E+04, 0.302967E+00, 0.112186E+03,
  0.104971E+04, 0.302158E+00, 0.112219E+03,
  0.104986E+04, 0.301408E+00, 0.112252E+03,
  0.105001E+04, 0.301437E+00, 0.112285E+03,
  0.105017E+04, 0.305174E+00, 0.112318E+03,
  0.105032E+04, 0.313368E+00, 0.112351E+03,
  0.105047E+04, 0.320055E+00, 0.112383E+03,
  0.105062E+04, 0.320970E+00, 0.112416E+03,
  0.105078E+04, 0.316605E+00, 0.112449E+03,
  0.105093E+04, 0.311199E+00, 0.112482E+03,
  0.105108E+04, 0.308076E+00, 0.112515E+03,
  0.105123E+04, 0.305065E+00, 0.112548E+03,
  0.105139E+04, 0.297757E+00, 0.112581E+03,
  0.105154E+04, 0.283924E+00, 0.112614E+03,
  0.105169E+04, 0.267462E+00, 0.112647E+03,
  0.105184E+04, 0.257352E+00, 0.112680E+03,
  0.105199E+04, 0.259259E+00, 0.112713E+03,
  0.105215E+04, 0.271940E+00, 0.112746E+03,
  0.105230E+04, 0.288803E+00, 0.112778E+03,
  0.105245E+04, 0.303598E+00, 0.112811E+03,
  0.105260E+04, 0.311772E+00, 0.112844E+03,
  0.105276E+04, 0.311366E+00, 0.112877E+03,
  0.105291E+04, 0.303332E+00, 0.112910E+03,
  0.105306E+04, 0.291849E+00, 0.112943E+03,
  0.105321E+04, 0.284639E+00, 0.112976E+03,
  0.105337E+04, 0.287442E+00, 0.113009E+03,
  0.105352E+04, 0.297510E+00, 0.113042E+03,
  0.105367E+04, 0.307098E+00, 0.113075E+03,
  0.105382E+04, 0.307356E+00, 0.113108E+03,
  0.105398E+04, 0.298256E+00, 0.113141E+03,
  0.105413E+04, 0.291346E+00, 0.113173E+03,
  0.105428E+04, 0.292494E+00, 0.113206E+03,
  0.105443E+04, 0.296862E+00, 0.113239E+03,
  0.105459E+04, 0.296712E+00, 0.113272E+03,
  0.105474E+04, 0.290679E+00, 0.113305E+03,
  0.105489E+04, 0.285824E+00, 0.113338E+03,
  0.105504E+04, 0.286975E+00, 0.113371E+03,
  0.105519E+04, 0.294195E+00, 0.113404E+03,
  0.105535E+04, 0.305688E+00, 0.113437E+03,
  0.105550E+04, 0.317913E+00, 0.113470E+03,
  0.105565E+04, 0.325961E+00, 0.113503E+03,
  0.105580E+04, 0.328214E+00, 0.113536E+03,
  0.105596E+04, 0.328522E+00, 0.113568E+03,
  0.105611E+04, 0.331590E+00, 0.113601E+03,
  0.105626E+04, 0.336749E+00, 0.113634E+03,
  0.105641E+04, 0.339053E+00, 0.113667E+03,
  0.105657E+04, 0.337762E+00, 0.113700E+03,
  0.105672E+04, 0.336619E+00, 0.113733E+03,
  0.105687E+04, 0.335949E+00, 0.113766E+03,
  0.105702E+04, 0.330632E+00, 0.113799E+03,
  0.105718E+04, 0.315891E+00, 0.113832E+03,
  0.105733E+04, 0.297819E+00, 0.113865E+03,
  0.105748E+04, 0.292299E+00, 0.113898E+03,
  0.105763E+04, 0.301421E+00, 0.113931E+03,
  0.105779E+04, 0.311822E+00, 0.113964E+03,
  0.105794E+04, 0.317653E+00, 0.113996E+03,
  0.105809E+04, 0.318929E+00, 0.114029E+03,
  0.105824E+04, 0.313933E+00, 0.114062E+03,
  0.105840E+04, 0.300704E+00, 0.114095E+03,
  0.105855E+04, 0.283220E+00, 0.114128E+03,
  0.105870E+04, 0.272695E+00, 0.114161E+03,
  0.105885E+04, 0.279104E+00, 0.114194E+03,
  0.105901E+04, 0.296978E+00, 0.114227E+03,
  0.105916E+04, 0.312546E+00, 0.114260E+03,
  0.105931E+04, 0.321466E+00, 0.114293E+03,
  0.105946E+04, 0.325018E+00, 0.114326E+03,
  0.105961E+04, 0.322693E+00, 0.114359E+03,
  0.105977E+04, 0.315014E+00, 0.114391E+03,
  0.105992E+04, 0.306723E+00, 0.114424E+03,
  0.106007E+04, 0.301453E+00, 0.114457E+03,
  0.106022E+04, 0.297391E+00, 0.114490E+03,
  0.106038E+04, 0.290624E+00, 0.114523E+03,
  0.106053E+04, 0.283357E+00, 0.114556E+03,
  0.106068E+04, 0.279137E+00, 0.114589E+03,
  0.106083E+04, 0.273511E+00, 0.114622E+03,
  0.106099E+04, 0.267042E+00, 0.114655E+03,
  0.106114E+04, 0.267687E+00, 0.114688E+03,
  0.106129E+04, 0.275288E+00, 0.114721E+03,
  0.106144E+04, 0.284533E+00, 0.114754E+03,
  0.106160E+04, 0.290770E+00, 0.114786E+03,
  0.106175E+04, 0.292005E+00, 0.114819E+03,
  0.106190E+04, 0.287974E+00, 0.114852E+03,
  0.106205E+04, 0.277607E+00, 0.114885E+03,
  0.106221E+04, 0.260015E+00, 0.114918E+03,
  0.106236E+04, 0.239652E+00, 0.114951E+03,
  0.106251E+04, 0.228078E+00, 0.114984E+03,
  0.106266E+04, 0.235398E+00, 0.115017E+03,
  0.106281E+04, 0.257489E+00, 0.115050E+03,
  0.106297E+04, 0.276646E+00, 0.115083E+03,
  0.106312E+04, 0.282104E+00, 0.115116E+03,
  0.106327E+04, 0.279571E+00, 0.115149E+03,
  0.106342E+04, 0.275202E+00, 0.115181E+03,
  0.106358E+04, 0.268126E+00, 0.115214E+03,
  0.106373E+04, 0.260148E+00, 0.115247E+03,
  0.106388E+04, 0.255574E+00, 0.115280E+03,
  0.106403E+04, 0.253032E+00, 0.115313E+03,
