Depth,Vscale,Age,
  0.182390E+04, 0.131820E+00, 0.279444E+03,
  0.182405E+04, 0.132027E+00, 0.279477E+03,
  0.182421E+04, 0.132664E+00, 0.279510E+03,
  0.182436E+04, 0.138453E+00, 0.279543E+03,
  0.182451E+04, 0.148362E+00, 0.279576E+03,
  0.182466E+04, 0.156599E+00, 0.279609E+03,
  0.182481E+04, 0.157196E+00, 0.279642E+03,
  0.182497E+04, 0.149596E+00, 0.279675E+03,
  0.182512E+04, 0.138677E+00, 0.279708E+03,
  0.182527E+04, 0.129467E+00, 0.279741E+03,
  0.182542E+04, 0.123177E+00, 0.279773E+03,
  0.182558E+04, 0.119150E+00, 0.279806E+03,
  0.182573E+04, 0.116468E+00, 0.279839E+03,
  0.182588E+04, 0.114119E+00, 0.279872E+03,
  0.182603E+04, 0.112418E+00, 0.279905E+03,
  0.182619E+04, 0.112294E+00, 0.279938E+03,
  0.182634E+04, 0.114063E+00, 0.279971E+03,
  0.182649E+04, 0.116638E+00, 0.280004E+03,
  0.182664E+04, 0.119052E+00, 0.280037E+03,
  0.182680E+04, 0.121085E+00, 0.280070E+03,
  0.182695E+04, 0.122793E+00, 0.280103E+03,
  0.182710E+04, 0.124347E+00, 0.280136E+03,
  0.182725E+04, 0.125485E+00, 0.280168E+03,
  0.182741E+04, 0.125745E+00, 0.280201E+03,
  0.182756E+04, 0.126382E+00, 0.280234E+03,
  0.182771E+04, 0.128272E+00, 0.280267E+03,
  0.182786E+04, 0.129787E+00, 0.280300E+03,
  0.182802E+04, 0.130380E+00, 0.280333E+03,
  0.182817E+04, 0.131313E+00, 0.280366E+03,
  0.182832E+04, 0.133752E+00, 0.280399E+03,
  0.182847E+04, 0.137265E+00, 0.280432E+03,
  0.182862E+04, 0.140132E+00, 0.280465E+03,
  0.182878E+04, 0.140751E+00, 0.280498E+03,
  0.182893E+04, 0.139158E+00, 0.280531E+03,
  0.182908E+04, 0.137211E+00, 0.280564E+03,
  0.182923E+04, 0.137036E+00, 0.280596E+03,
  0.182939E+04, 0.138938E+00, 0.280629E+03,
  0.182954E+04, 0.140076E+00, 0.280662E+03,
  0.182969E+04, 0.138117E+00, 0.280695E+03,
  0.182984E+04, 0.134652E+00, 0.280728E+03,
  0.183000E+04, 0.135244E+00, 0.280761E+03,
  0.183015E+04, 0.141025E+00, 0.280794E+03,
  0.183030E+04, 0.147176E+00, 0.280827E+03,
  0.183045E+04, 0.148607E+00, 0.280860E+03,
  0.183061E+04, 0.143674E+00, 0.280893E+03,
  0.183076E+04, 0.134961E+00, 0.280926E+03,
  0.183091E+04, 0.127194E+00, 0.280959E+03,
  0.183106E+04, 0.123434E+00, 0.280991E+03,
  0.183122E+04, 0.123928E+00, 0.281024E+03,
  0.183137E+04, 0.125252E+00, 0.281057E+03,
  0.183152E+04, 0.123971E+00, 0.281090E+03,
  0.183167E+04, 0.119514E+00, 0.281123E+03,
  0.183183E+04, 0.112374E+00, 0.281156E+03,
  0.183198E+04, 0.106087E+00, 0.281189E+03,
  0.183213E+04, 0.105102E+00, 0.281222E+03,
  0.183228E+04, 0.112686E+00, 0.281255E+03,
  0.183244E+04, 0.130737E+00, 0.281288E+03,
  0.183259E+04, 0.156856E+00, 0.281321E+03,
  0.183274E+04, 0.183528E+00, 0.281354E+03,
  0.183289E+04, 0.203421E+00, 0.281386E+03,
  0.183304E+04, 0.213068E+00, 0.281419E+03,
  0.183320E+04, 0.212691E+00, 0.281452E+03,
  0.183335E+04, 0.206728E+00, 0.281485E+03,
  0.183350E+04, 0.203024E+00, 0.281518E+03,
  0.183365E+04, 0.203400E+00, 0.281551E+03,
  0.183381E+04, 0.201897E+00, 0.281584E+03,
  0.183396E+04, 0.194843E+00, 0.281617E+03,
  0.183411E+04, 0.184711E+00, 0.281650E+03,
  0.183426E+04, 0.175139E+00, 0.281683E+03,
  0.183442E+04, 0.166785E+00, 0.281716E+03,
  0.183457E+04, 0.158375E+00, 0.281749E+03,
  0.183472E+04, 0.150641E+00, 0.281781E+03,
  0.183487E+04, 0.149192E+00, 0.281814E+03,
  0.183503E+04, 0.159476E+00, 0.281847E+03,
  0.183518E+04, 0.180321E+00, 0.281880E+03,
  0.183533E+04, 0.204120E+00, 0.281913E+03,
  0.183548E+04, 0.221482E+00, 0.281946E+03,
  0.183564E+04, 0.228191E+00, 0.281979E+03,
  0.183579E+04, 0.227104E+00, 0.282012E+03,
  0.183594E+04, 0.222598E+00, 0.282045E+03,
  0.183609E+04, 0.215494E+00, 0.282078E+03,
  0.183624E+04, 0.204637E+00, 0.282111E+03,
  0.183640E+04, 0.192933E+00, 0.282144E+03,
  0.183655E+04, 0.188061E+00, 0.282177E+03,
  0.183670E+04, 0.193736E+00, 0.282209E+03,
  0.183685E+04, 0.204340E+00, 0.282242E+03,
  0.183701E+04, 0.213526E+00, 0.282275E+03,
  0.183716E+04, 0.220483E+00, 0.282308E+03,
  0.183731E+04, 0.227799E+00, 0.282341E+03,
  0.183746E+04, 0.234253E+00, 0.282374E+03,
  0.183762E+04, 0.235928E+00, 0.282407E+03,
  0.183777E+04, 0.232133E+00, 0.282440E+03,
  0.183792E+04, 0.226881E+00, 0.282473E+03,
  0.183807E+04, 0.219942E+00, 0.282506E+03,
  0.183823E+04, 0.208168E+00, 0.282539E+03,
  0.183838E+04, 0.190563E+00, 0.282572E+03,
  0.183853E+04, 0.176413E+00, 0.282604E+03,
  0.183868E+04, 0.173260E+00, 0.282637E+03,
  0.183884E+04, 0.180286E+00, 0.282670E+03,
  0.183899E+04, 0.192495E+00, 0.282703E+03,
  0.183914E+04, 0.205066E+00, 0.282736E+03,
  0.183929E+04, 0.213507E+00, 0.282769E+03,
  0.183945E+04, 0.208155E+00, 0.282802E+03,
  0.183960E+04, 0.190605E+00, 0.282835E+03,
  0.183975E+04, 0.169677E+00, 0.282868E+03,
  0.183990E+04, 0.154297E+00, 0.282901E+03,
  0.184006E+04, 0.145581E+00, 0.282934E+03,
  0.184021E+04, 0.140491E+00, 0.282967E+03,
  0.184036E+04, 0.133060E+00, 0.282999E+03,
  0.184051E+04, 0.119488E+00, 0.283032E+03,
  0.184066E+04, 0.104470E+00, 0.283065E+03,
  0.184082E+04, 0.940798E-01, 0.283098E+03,
  0.184097E+04, 0.947980E-01, 0.283131E+03,
  0.184112E+04, 0.105491E+00, 0.283164E+03,
  0.184127E+04, 0.116103E+00, 0.283197E+03,
  0.184143E+04, 0.119766E+00, 0.283230E+03,
  0.184158E+04, 0.118907E+00, 0.283263E+03,
  0.184173E+04, 0.121196E+00, 0.283296E+03,
  0.184188E+04, 0.127142E+00, 0.283329E+03,
  0.184204E+04, 0.128422E+00, 0.283362E+03,
  0.184219E+04, 0.118286E+00, 0.283395E+03,
  0.184234E+04, 0.102107E+00, 0.283427E+03,
  0.184249E+04, 0.918344E-01, 0.283460E+03,
  0.184265E+04, 0.932629E-01, 0.283493E+03,
  0.184280E+04, 0.100393E+00, 0.283526E+03,
  0.184295E+04, 0.104827E+00, 0.283559E+03,
  0.184310E+04, 0.104740E+00, 0.283592E+03,
  0.184326E+04, 0.101777E+00, 0.283625E+03,
  0.184341E+04, 0.972818E-01, 0.283658E+03,
  0.184356E+04, 0.919370E-01, 0.283691E+03,
  0.184371E+04, 0.874575E-01, 0.283724E+03,
  0.184386E+04, 0.860492E-01, 0.283757E+03,
  0.184402E+04, 0.871403E-01, 0.283790E+03,
  0.184417E+04, 0.892180E-01, 0.283822E+03,
  0.184432E+04, 0.922247E-01, 0.283855E+03,
  0.184447E+04, 0.972411E-01, 0.283888E+03,
  0.184463E+04, 0.106594E+00, 0.283921E+03,
  0.184478E+04, 0.122337E+00, 0.283954E+03,
  0.184493E+04, 0.143083E+00, 0.283987E+03,
  0.184508E+04, 0.162127E+00, 0.284020E+03,
  0.184524E+04, 0.171843E+00, 0.284053E+03,
  0.184539E+04, 0.171961E+00, 0.284086E+03,
  0.184554E+04, 0.169619E+00, 0.284119E+03,
  0.184569E+04, 0.171172E+00, 0.284152E+03,
  0.184585E+04, 0.176514E+00, 0.284185E+03,
  0.184600E+04, 0.181109E+00, 0.284217E+03,
  0.184615E+04, 0.181190E+00, 0.284250E+03,
  0.184630E+04, 0.175736E+00, 0.284283E+03,
  0.184646E+04, 0.167994E+00, 0.284316E+03,
  0.184661E+04, 0.160942E+00, 0.284349E+03,
  0.184676E+04, 0.153523E+00, 0.284382E+03,
  0.184691E+04, 0.143662E+00, 0.284415E+03,
  0.184707E+04, 0.132174E+00, 0.284448E+03,
  0.184722E+04, 0.123977E+00, 0.284481E+03,
  0.184737E+04, 0.123022E+00, 0.284514E+03,
  0.184752E+04, 0.126275E+00, 0.284547E+03,
  0.184768E+04, 0.127548E+00, 0.284580E+03,
  0.184783E+04, 0.124736E+00, 0.284612E+03,
  0.184798E+04, 0.119149E+00, 0.284645E+03,
  0.184813E+04, 0.112801E+00, 0.284678E+03,
  0.184828E+04, 0.107643E+00, 0.284711E+03,
  0.184844E+04, 0.102930E+00, 0.284744E+03,
  0.184859E+04, 0.961583E-01, 0.284777E+03,
  0.184874E+04, 0.886579E-01, 0.284810E+03,
  0.184889E+04, 0.862870E-01, 0.284843E+03,
  0.184905E+04, 0.921633E-01, 0.284876E+03,
  0.184920E+04, 0.101756E+00, 0.284909E+03,
  0.184935E+04, 0.108332E+00, 0.284942E+03,
  0.184950E+04, 0.110789E+00, 0.284975E+03,
  0.184966E+04, 0.111259E+00, 0.285008E+03,
  0.184981E+04, 0.112026E+00, 0.285040E+03,
  0.184996E+04, 0.112101E+00, 0.285073E+03,
  0.185011E+04, 0.107983E+00, 0.285106E+03,
  0.185027E+04, 0.963356E-01, 0.285139E+03,
  0.185042E+04, 0.788409E-01, 0.285172E+03,
  0.185057E+04, 0.649603E-01, 0.285205E+03,
  0.185072E+04, 0.633986E-01, 0.285238E+03,
  0.185088E+04, 0.708662E-01, 0.285271E+03,
  0.185103E+04, 0.777783E-01, 0.285304E+03,
  0.185118E+04, 0.806760E-01, 0.285337E+03,
  0.185133E+04, 0.840060E-01, 0.285370E+03,
  0.185148E+04, 0.945704E-01, 0.285403E+03,
  0.185164E+04, 0.116920E+00, 0.285435E+03,
  0.185179E+04, 0.151752E+00, 0.285468E+03,
  0.185194E+04, 0.193043E+00, 0.285501E+03,
  0.185209E+04, 0.231754E+00, 0.285534E+03,
  0.185225E+04, 0.257541E+00, 0.285567E+03,
  0.185240E+04, 0.261048E+00, 0.285600E+03,
  0.185255E+04, 0.245244E+00, 0.285633E+03,
  0.185270E+04, 0.224915E+00, 0.285666E+03,
  0.185286E+04, 0.212866E+00, 0.285699E+03,
  0.185301E+04, 0.217179E+00, 0.285732E+03,
  0.185316E+04, 0.235147E+00, 0.285765E+03,
  0.185331E+04, 0.251898E+00, 0.285798E+03,
  0.185347E+04, 0.257502E+00, 0.285830E+03,
  0.185362E+04, 0.251935E+00, 0.285863E+03,
  0.185377E+04, 0.229992E+00, 0.285896E+03,
  0.185392E+04, 0.187594E+00, 0.285929E+03,
  0.185408E+04, 0.144041E+00, 0.285962E+03,
  0.185423E+04, 0.128020E+00, 0.285995E+03,
  0.185438E+04, 0.143423E+00, 0.286028E+03,
  0.185453E+04, 0.165696E+00, 0.286061E+03,
  0.185469E+04, 0.176676E+00, 0.286094E+03,
  0.185484E+04, 0.176614E+00, 0.286127E+03,
  0.185499E+04, 0.172631E+00, 0.286160E+03,
  0.185514E+04, 0.162125E+00, 0.286193E+03,
  0.185530E+04, 0.144233E+00, 0.286225E+03,
  0.185545E+04, 0.124410E+00, 0.286258E+03,
  0.185560E+04, 0.110299E+00, 0.286291E+03,
  0.185575E+04, 0.102622E+00, 0.286324E+03,
  0.185590E+04, 0.963568E-01, 0.286357E+03,
  0.185606E+04, 0.887253E-01, 0.286390E+03,
  0.185621E+04, 0.795088E-01, 0.286423E+03,
  0.185636E+04, 0.700336E-01, 0.286456E+03,
  0.185651E+04, 0.626194E-01, 0.286489E+03,
  0.185667E+04, 0.585015E-01, 0.286522E+03,
  0.185682E+04, 0.581096E-01, 0.286555E+03,
  0.185697E+04, 0.610705E-01, 0.286588E+03,
  0.185712E+04, 0.668642E-01, 0.286621E+03,
  0.185728E+04, 0.740811E-01, 0.286653E+03,
  0.185743E+04, 0.783942E-01, 0.286686E+03,
  0.185758E+04, 0.784032E-01, 0.286719E+03,
  0.185773E+04, 0.798348E-01, 0.286752E+03,
  0.185789E+04, 0.836278E-01, 0.286785E+03,
  0.185804E+04, 0.897695E-01, 0.286818E+03,
  0.185819E+04, 0.994398E-01, 0.286851E+03,
  0.185834E+04, 0.111644E+00, 0.286884E+03,
  0.185850E+04, 0.121927E+00, 0.286917E+03,
  0.185865E+04, 0.127259E+00, 0.286950E+03,
  0.185880E+04, 0.126860E+00, 0.286983E+03,
  0.185895E+04, 0.120764E+00, 0.287016E+03,
  0.185910E+04, 0.108820E+00, 0.287048E+03,
  0.185926E+04, 0.941521E-01, 0.287081E+03,
  0.185941E+04, 0.835831E-01, 0.287114E+03,
  0.185956E+04, 0.828130E-01, 0.287147E+03,
  0.185971E+04, 0.891480E-01, 0.287180E+03,
  0.185987E+04, 0.955059E-01, 0.287213E+03,
  0.186002E+04, 0.981015E-01, 0.287246E+03,
  0.186017E+04, 0.990507E-01, 0.287279E+03,
  0.186032E+04, 0.105536E+00, 0.287312E+03,
  0.186048E+04, 0.117757E+00, 0.287345E+03,
  0.186063E+04, 0.129574E+00, 0.287378E+03,
  0.186078E+04, 0.136514E+00, 0.287411E+03,
  0.186093E+04, 0.138566E+00, 0.287443E+03,
  0.186109E+04, 0.137694E+00, 0.287476E+03,
  0.186124E+04, 0.134995E+00, 0.287509E+03,
  0.186139E+04, 0.129506E+00, 0.287542E+03,
  0.186154E+04, 0.116931E+00, 0.287575E+03,
  0.186170E+04, 0.970651E-01, 0.287608E+03,
  0.186185E+04, 0.805548E-01, 0.287641E+03,
  0.186200E+04, 0.748183E-01, 0.287674E+03,
  0.186215E+04, 0.856711E-01, 0.287707E+03,
  0.186231E+04, 0.106773E+00, 0.287740E+03,
  0.186246E+04, 0.130052E+00, 0.287773E+03,
  0.186261E+04, 0.153930E+00, 0.287806E+03,
  0.186276E+04, 0.172106E+00, 0.287839E+03,
  0.186292E+04, 0.176403E+00, 0.287871E+03,
  0.186307E+04, 0.162130E+00, 0.287904E+03,
  0.186322E+04, 0.137599E+00, 0.287937E+03,
  0.186337E+04, 0.120605E+00, 0.287970E+03,
  0.186352E+04, 0.116760E+00, 0.288003E+03,
  0.186368E+04, 0.120096E+00, 0.288036E+03,
  0.186383E+04, 0.123427E+00, 0.288069E+03,
  0.186398E+04, 0.124245E+00, 0.288102E+03,
  0.186413E+04, 0.123183E+00, 0.288135E+03,
  0.186429E+04, 0.121542E+00, 0.288168E+03,
  0.186444E+04, 0.121445E+00, 0.288201E+03,
  0.186459E+04, 0.121129E+00, 0.288234E+03,
  0.186474E+04, 0.120752E+00, 0.288266E+03,
  0.186490E+04, 0.123136E+00, 0.288299E+03,
  0.186505E+04, 0.126388E+00, 0.288332E+03,
  0.186520E+04, 0.128927E+00, 0.288365E+03,
  0.186535E+04, 0.130731E+00, 0.288398E+03,
  0.186551E+04, 0.134697E+00, 0.288431E+03,
  0.186566E+04, 0.140967E+00, 0.288464E+03,
  0.186581E+04, 0.143586E+00, 0.288497E+03,
  0.186596E+04, 0.139543E+00, 0.288530E+03,
  0.186612E+04, 0.130892E+00, 0.288563E+03,
  0.186627E+04, 0.123821E+00, 0.288596E+03,
  0.186642E+04, 0.121487E+00, 0.288629E+03,
  0.186657E+04, 0.120361E+00, 0.288661E+03,
  0.186672E+04, 0.121514E+00, 0.288694E+03,
  0.186688E+04, 0.121524E+00, 0.288727E+03,
  0.186703E+04, 0.114052E+00, 0.288760E+03,
  0.186718E+04, 0.101311E+00, 0.288793E+03,
  0.186733E+04, 0.905036E-01, 0.288826E+03,
  0.186749E+04, 0.898018E-01, 0.288859E+03,
  0.186764E+04, 0.105269E+00, 0.288892E+03,
  0.186779E+04, 0.133435E+00, 0.288925E+03,
  0.186794E+04, 0.158686E+00, 0.288958E+03,
  0.186810E+04, 0.169413E+00, 0.288991E+03,
  0.186825E+04, 0.166726E+00, 0.289024E+03,
  0.186840E+04, 0.155843E+00, 0.289056E+03,
  0.186855E+04, 0.145012E+00, 0.289089E+03,
  0.186871E+04, 0.139831E+00, 0.289122E+03,
  0.186886E+04, 0.134705E+00, 0.289155E+03,
  0.186901E+04, 0.121574E+00, 0.289188E+03,
  0.186916E+04, 0.100942E+00, 0.289221E+03,
  0.186932E+04, 0.729666E-01, 0.289254E+03,
  0.186947E+04, 0.376707E-01, 0.289287E+03,
  0.186962E+04, 0.398496E-02, 0.289320E+03,
  0.186977E+04, 0.000000E+00, 0.289353E+03,
  0.186993E+04, 0.000000E+00, 0.289386E+03,
  0.187008E+04, 0.817809E-03, 0.289419E+03,
  0.187023E+04, 0.143748E-01, 0.289451E+03,
  0.187038E+04, 0.352796E-01, 0.289484E+03,
  0.187054E+04, 0.628444E-01, 0.289517E+03,
  0.187069E+04, 0.857767E-01, 0.289550E+03,
  0.187084E+04, 0.110960E+00, 0.289583E+03,
  0.187099E+04, 0.131257E+00, 0.289616E+03,
  0.187114E+04, 0.143206E+00, 0.289649E+03,
  0.187130E+04, 0.146585E+00, 0.289682E+03,
  0.187145E+04, 0.146478E+00, 0.289715E+03,
  0.187160E+04, 0.142432E+00, 0.289748E+03,
  0.187175E+04, 0.134018E+00, 0.289781E+03,
  0.187191E+04, 0.123507E+00, 0.289814E+03,
  0.187206E+04, 0.113445E+00, 0.289847E+03,
  0.187221E+04, 0.107570E+00, 0.289879E+03,
  0.187236E+04, 0.106034E+00, 0.289912E+03,
  0.187252E+04, 0.109246E+00, 0.289945E+03,
  0.187267E+04, 0.116038E+00, 0.289978E+03,
  0.187282E+04, 0.124366E+00, 0.290011E+03,
  0.187297E+04, 0.135227E+00, 0.290044E+03,
  0.187313E+04, 0.146517E+00, 0.290077E+03,
  0.187328E+04, 0.153238E+00, 0.290110E+03,
  0.187343E+04, 0.155739E+00, 0.290143E+03,
  0.187358E+04, 0.155120E+00, 0.290176E+03,
  0.187374E+04, 0.150680E+00, 0.290209E+03,
  0.187389E+04, 0.144688E+00, 0.290242E+03,
  0.187404E+04, 0.136585E+00, 0.290274E+03,
  0.187419E+04, 0.127207E+00, 0.290307E+03,
  0.187434E+04, 0.122285E+00, 0.290340E+03,
  0.187450E+04, 0.126466E+00, 0.290373E+03,
  0.187465E+04, 0.134565E+00, 0.290406E+03,
  0.187480E+04, 0.141236E+00, 0.290439E+03,
  0.187495E+04, 0.143086E+00, 0.290472E+03,
  0.187511E+04, 0.140166E+00, 0.290505E+03,
  0.187526E+04, 0.136458E+00, 0.290538E+03,
  0.187541E+04, 0.135021E+00, 0.290571E+03,
  0.187556E+04, 0.135674E+00, 0.290604E+03,
  0.187572E+04, 0.137775E+00, 0.290637E+03,
  0.187587E+04, 0.143259E+00, 0.290669E+03,
  0.187602E+04, 0.151948E+00, 0.290702E+03,
  0.187617E+04, 0.162393E+00, 0.290735E+03,
  0.187633E+04, 0.176779E+00, 0.290768E+03,
  0.187648E+04, 0.190952E+00, 0.290801E+03,
  0.187663E+04, 0.198562E+00, 0.290834E+03,
  0.187678E+04, 0.201993E+00, 0.290867E+03,
  0.187694E+04, 0.203359E+00, 0.290900E+03,
  0.187709E+04, 0.204184E+00, 0.290933E+03,
  0.187724E+04, 0.206078E+00, 0.290966E+03,
  0.187739E+04, 0.208536E+00, 0.290999E+03,
  0.187755E+04, 0.210803E+00, 0.291032E+03,
  0.187770E+04, 0.212394E+00, 0.291064E+03,
  0.187785E+04, 0.210842E+00, 0.291097E+03,
  0.187800E+04, 0.203612E+00, 0.291130E+03,
  0.187816E+04, 0.189837E+00, 0.291163E+03,
  0.187831E+04, 0.168864E+00, 0.291196E+03,
  0.187846E+04, 0.146657E+00, 0.291229E+03,
  0.187861E+04, 0.133758E+00, 0.291262E+03,
  0.187876E+04, 0.132281E+00, 0.291295E+03,
  0.187892E+04, 0.134797E+00, 0.291328E+03,
  0.187907E+04, 0.135058E+00, 0.291361E+03,
  0.187922E+04, 0.131488E+00, 0.291394E+03,
  0.187937E+04, 0.126498E+00, 0.291427E+03,
  0.187953E+04, 0.122455E+00, 0.291460E+03,
  0.187968E+04, 0.118789E+00, 0.291492E+03,
  0.187983E+04, 0.114517E+00, 0.291525E+03,
  0.187998E+04, 0.109709E+00, 0.291558E+03,
  0.188014E+04, 0.104564E+00, 0.291591E+03,
  0.188029E+04, 0.999130E-01, 0.291624E+03,
  0.188044E+04, 0.968325E-01, 0.291657E+03,
  0.188059E+04, 0.952140E-01, 0.291690E+03,
  0.188075E+04, 0.951811E-01, 0.291723E+03,
  0.188090E+04, 0.984183E-01, 0.291756E+03,
  0.188105E+04, 0.106302E+00, 0.291789E+03,
  0.188120E+04, 0.116561E+00, 0.291822E+03,
  0.188136E+04, 0.127508E+00, 0.291855E+03,
  0.188151E+04, 0.137448E+00, 0.291887E+03,
  0.188166E+04, 0.142799E+00, 0.291920E+03,
  0.188181E+04, 0.143643E+00, 0.291953E+03,
  0.188196E+04, 0.143107E+00, 0.291986E+03,
  0.188212E+04, 0.143378E+00, 0.292019E+03,
  0.188227E+04, 0.143972E+00, 0.292052E+03,
  0.188242E+04, 0.143031E+00, 0.292085E+03,
  0.188257E+04, 0.140297E+00, 0.292118E+03,
  0.188273E+04, 0.138808E+00, 0.292151E+03,
  0.188288E+04, 0.139699E+00, 0.292184E+03,
  0.188303E+04, 0.142031E+00, 0.292217E+03,
  0.188318E+04, 0.143509E+00, 0.292250E+03,
  0.188334E+04, 0.142275E+00, 0.292282E+03,
  0.188349E+04, 0.139749E+00, 0.292315E+03,
  0.188364E+04, 0.137127E+00, 0.292348E+03,
  0.188379E+04, 0.133100E+00, 0.292381E+03,
  0.188395E+04, 0.128049E+00, 0.292414E+03,
  0.188410E+04, 0.122840E+00, 0.292447E+03,
  0.188425E+04, 0.118505E+00, 0.292480E+03,
  0.188440E+04, 0.117526E+00, 0.292513E+03,
  0.188456E+04, 0.119554E+00, 0.292546E+03,
  0.188471E+04, 0.122376E+00, 0.292579E+03,
  0.188486E+04, 0.125984E+00, 0.292612E+03,
  0.188501E+04, 0.128789E+00, 0.292645E+03,
  0.188517E+04, 0.130488E+00, 0.292677E+03,
  0.188532E+04, 0.131974E+00, 0.292710E+03,
  0.188547E+04, 0.133500E+00, 0.292743E+03,
  0.188562E+04, 0.134873E+00, 0.292776E+03,
  0.188578E+04, 0.135924E+00, 0.292809E+03,
  0.188593E+04, 0.133082E+00, 0.292842E+03,
  0.188608E+04, 0.129078E+00, 0.292875E+03,
  0.188623E+04, 0.127007E+00, 0.292908E+03,
  0.188638E+04, 0.128291E+00, 0.292941E+03,
  0.188654E+04, 0.132437E+00, 0.292974E+03,
  0.188669E+04, 0.136045E+00, 0.293007E+03,
  0.188684E+04, 0.136905E+00, 0.293040E+03,
  0.188699E+04, 0.133727E+00, 0.293073E+03,
  0.188715E+04, 0.124846E+00, 0.293105E+03,
  0.188730E+04, 0.111051E+00, 0.293138E+03,
  0.188745E+04, 0.916312E-01, 0.293171E+03,
  0.188760E+04, 0.688998E-01, 0.293204E+03,
  0.188776E+04, 0.529520E-01, 0.293237E+03,
  0.188791E+04, 0.518280E-01, 0.293270E+03,
  0.188806E+04, 0.629065E-01, 0.293303E+03,
  0.188821E+04, 0.686185E-01, 0.293336E+03,
  0.188837E+04, 0.710964E-01, 0.293369E+03,
  0.188852E+04, 0.760547E-01, 0.293402E+03,
  0.188867E+04, 0.858931E-01, 0.293435E+03,
  0.188882E+04, 0.100219E+00, 0.293468E+03,
  0.188898E+04, 0.117169E+00, 0.293500E+03,
  0.188913E+04, 0.132148E+00, 0.293533E+03,
  0.188928E+04, 0.140121E+00, 0.293566E+03,
  0.188943E+04, 0.141365E+00, 0.293599E+03,
  0.188958E+04, 0.137361E+00, 0.293632E+03,
  0.188974E+04, 0.131082E+00, 0.293665E+03,
  0.188989E+04, 0.124965E+00, 0.293698E+03,
  0.189004E+04, 0.121188E+00, 0.293731E+03,
  0.189019E+04, 0.121700E+00, 0.293764E+03,
  0.189035E+04, 0.126155E+00, 0.293797E+03,
  0.189050E+04, 0.131445E+00, 0.293830E+03,
  0.189065E+04, 0.134277E+00, 0.293863E+03,
  0.189080E+04, 0.140097E+00, 0.293895E+03,
  0.189096E+04, 0.156334E+00, 0.293928E+03,
  0.189111E+04, 0.175597E+00, 0.293961E+03,
  0.189126E+04, 0.186202E+00, 0.293994E+03,
  0.189141E+04, 0.187048E+00, 0.294027E+03,
  0.189157E+04, 0.181122E+00, 0.294060E+03,
  0.189172E+04, 0.172114E+00, 0.294093E+03,
  0.189187E+04, 0.162710E+00, 0.294126E+03,
  0.189202E+04, 0.154454E+00, 0.294159E+03,
  0.189218E+04, 0.150665E+00, 0.294192E+03,
  0.189233E+04, 0.149601E+00, 0.294225E+03,
  0.189248E+04, 0.146646E+00, 0.294258E+03,
  0.189263E+04, 0.141001E+00, 0.294290E+03,
  0.189279E+04, 0.137534E+00, 0.294323E+03,
  0.189294E+04, 0.137212E+00, 0.294356E+03,
  0.189309E+04, 0.137965E+00, 0.294389E+03,
  0.189324E+04, 0.136079E+00, 0.294422E+03,
  0.189340E+04, 0.133468E+00, 0.294455E+03,
  0.189355E+04, 0.131686E+00, 0.294488E+03,
  0.189370E+04, 0.132441E+00, 0.294521E+03,
  0.189385E+04, 0.134104E+00, 0.294554E+03,
  0.189400E+04, 0.131667E+00, 0.294587E+03,
  0.189416E+04, 0.126942E+00, 0.294620E+03,
  0.189431E+04, 0.124849E+00, 0.294653E+03,
  0.189446E+04, 0.127463E+00, 0.294686E+03,
  0.189461E+04, 0.130298E+00, 0.294718E+03,
  0.189477E+04, 0.129927E+00, 0.294751E+03,
  0.189492E+04, 0.127685E+00, 0.294784E+03,
  0.189507E+04, 0.128370E+00, 0.294817E+03,
  0.189522E+04, 0.135802E+00, 0.294850E+03,
  0.189538E+04, 0.147378E+00, 0.294883E+03,
  0.189553E+04, 0.154912E+00, 0.294916E+03,
  0.189568E+04, 0.153627E+00, 0.294949E+03,
  0.189583E+04, 0.148981E+00, 0.294982E+03,
  0.189599E+04, 0.146076E+00, 0.295015E+03,
  0.189614E+04, 0.150283E+00, 0.295048E+03,
  0.189629E+04, 0.159429E+00, 0.295081E+03,
  0.189644E+04, 0.161194E+00, 0.295113E+03,
  0.189660E+04, 0.150707E+00, 0.295146E+03,
  0.189675E+04, 0.134212E+00, 0.295179E+03,
  0.189690E+04, 0.124307E+00, 0.295212E+03,
  0.189705E+04, 0.125492E+00, 0.295245E+03,
  0.189720E+04, 0.131060E+00, 0.295278E+03,
  0.189736E+04, 0.133228E+00, 0.295311E+03,
  0.189751E+04, 0.129098E+00, 0.295344E+03,
  0.189766E+04, 0.120483E+00, 0.295377E+03,
  0.189781E+04, 0.111175E+00, 0.295410E+03,
  0.189797E+04, 0.104586E+00, 0.295443E+03,
  0.189812E+04, 0.101242E+00, 0.295476E+03,
  0.189827E+04, 0.999342E-01, 0.295508E+03,
  0.189842E+04, 0.101606E+00, 0.295541E+03,
  0.189858E+04, 0.107564E+00, 0.295574E+03,
  0.189873E+04, 0.117371E+00, 0.295607E+03,
  0.189888E+04, 0.126752E+00, 0.295640E+03,
  0.189903E+04, 0.132222E+00, 0.295673E+03,
  0.189919E+04, 0.135029E+00, 0.295706E+03,
  0.189934E+04, 0.137012E+00, 0.295739E+03,
  0.189949E+04, 0.134896E+00, 0.295772E+03,
  0.189964E+04, 0.125269E+00, 0.295805E+03,
  0.189980E+04, 0.112116E+00, 0.295838E+03,
