Easting,Northing,Depth,Age,Layer.sub,Vsh,Vca,Vcp,Vom,Vev,Vig,Vss,Porosity,K_{mD},PeHg_{MPa},Closure_{m},Vms,Shc,Sgas,Soil,GasColumn,OilColumn,Pc_Pe_{MPa},Pc_{MPa},GOC,OWC,FlowDirection,TotalPressure,LeakOffPressure,Temperature_{C},TWT,Vitrinite,Sublayer Thickness_{m},Sublayer Duration_{My}
   483250.00    ,  6845250.0    , -3778.5608    , -155.79999    ,  8.0129995    , 0.75000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.25000000    , 0.12991497    , 0.18452050E-02,  3.8212485    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  76.874870    ,  69.738022    ,  169.69420    , -3778.5608    , 0.20189652    ,  1.0494303    ,  1.0666656    ,
   483250.00    ,  6845250.0    , -3779.6101    , -156.86665    ,  8.0139999    , 0.75000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.25000000    , 0.12985364    , 0.18426297E-02,  3.8230102    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  76.897522    ,  69.762054    ,  169.74561    , -3779.6101    , 0.20189652    ,  1.0494303    ,  1.0666656    ,
   483250.00    ,  6845250.0    , -3780.6597    , -157.93332    ,  8.0150003    , 0.75000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.25000000    , 0.12979233    , 0.18400581E-02,  3.8247724    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  76.920166    ,  69.786095    ,  169.79704    , -3780.6597    , 0.20189652    ,  1.0494303    ,  1.0666656    ,
   483250.00    ,  6845250.0    , -3781.7090    , -159.00000    ,  9.0010004    , 0.50000001E-01,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.94999999    , 0.19135213    ,  29.122307    , 0.15732780    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  76.942818    ,  69.810120    ,  169.84846    , -3781.7090    , 0.20189652    ,  54.166668    ,  5.4166718    ,
   483250.00    ,  6845250.0    , -3835.8757    , -164.41667    ,  9.0019999    , 0.50000001E-01,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.94999999    , 0.18845142    ,  27.114214    , 0.16108124    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  78.111839    ,  71.053787    ,  172.50262    , -3835.8757    , 0.20189652    ,  54.166668    ,  5.4166718    ,
   483250.00    ,  6845250.0    , -3890.0422    , -169.83334    ,  9.0030003    , 0.50000001E-01,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.94999999    , 0.18559471    ,  25.272820    , 0.16486339    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  79.280861    ,  72.303436    ,  175.15678    , -3890.0422    , 0.20189652    ,  54.166664    ,  5.4166718    ,
   483250.00    ,  6845250.0    , -3944.2090    , -175.25002    ,  9.0039997    , 0.50000001E-01,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.94999999    , 0.18278128    ,  23.581995    , 0.16867410    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  80.449890    ,  73.559074    ,  177.81096    , -3944.2090    , 0.20189652    ,  54.166672    ,  5.4166718    ,
   483250.00    ,  6845250.0    , -3998.3757    , -180.66669    ,  9.0050001    , 0.50000001E-01,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.94999999    , 0.18001051    ,  22.027351    , 0.17251322    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  81.618919    ,  74.820702    ,  180.46513    , -3998.3757    , 0.20189652    ,  54.166653    ,  5.4166718    ,
   483250.00    ,  6845250.0    , -4052.5422    , -186.08336    ,  9.0059996    , 0.50000001E-01,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.94999999    , 0.17728175    ,  20.596172    , 0.17638044    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  82.787933    ,  76.088303    ,  183.11929    , -4052.5422    , 0.20189652    ,  54.166672    ,  5.4166718    ,
   483250.00    ,  6845250.0    , -4106.7090    , -191.50000    ,  10.001000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.98212637E-01, 0.99999997E-05,  21.379623    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  83.956970    ,  77.361893    ,  185.77345    , -4106.7090    , 0.20189652    ,  0.0000000    ,  8.1250000    ,
   483250.00    ,  6845250.0    , -4106.7090    , -199.62500    ,  10.002000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.98212637E-01, 0.99999997E-05,  21.379623    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  83.956970    ,  77.361893    ,  185.77345    , -4106.7090    , 0.20189652    ,  0.0000000    ,  8.1250000    ,
   483250.00    ,  6845250.0    , -4106.7090    , -207.75000    ,  10.003000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.98212637E-01, 0.99999997E-05,  21.379623    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  83.956970    ,  77.361893    ,  185.77345    , -4106.7090    , 0.20189652    ,  0.0000000    ,  8.1250000    ,
   483250.00    ,  6845250.0    , -4106.7090    , -215.87500    ,  10.004000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.98212637E-01, 0.99999997E-05,  21.379623    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  83.956970    ,  77.361893    ,  185.77345    , -4106.7090    , 0.20189652    ,  0.0000000    ,  8.1250000    ,
   483250.00    ,  6845250.0    , -4106.7090    , -224.00000    ,  11.001000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.98212637E-01, 0.76743265E-04,  10.912812    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  83.956970    ,  77.361893    ,  185.77345    , -4106.7090    , 0.20189652    ,  20.000000    ,  14.000000    ,
   483250.00    ,  6845250.0    , -4126.7090    , -238.00000    ,  11.002000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.97239301E-01, 0.74908450E-04,  11.000308    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  84.388611    ,  77.833656    ,  186.75345    , -4126.7090    , 0.20189652    ,  20.000000    ,  14.000000    ,
   483250.00    ,  6845250.0    , -4146.7090    , -252.00000    ,  11.003000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.96275605E-01, 0.73127128E-04,  11.088021    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  84.820251    ,  78.306229    ,  187.73346    , -4146.7090    , 0.20189652    ,  20.000002    ,  14.000000    ,
   483250.00    ,  6845250.0    , -4166.7090    , -266.00000    ,  11.004000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.95321454E-01, 0.71397575E-04,  11.175949    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  85.251884    ,  78.779633    ,  188.71346    , -4166.7090    , 0.20189652    ,  19.999998    ,  14.000000    ,
   483250.00    ,  6845250.0    , -4186.7090    , -280.00000    ,  11.005000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.94376773E-01, 0.69717506E-04,  11.264120    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  85.683525    ,  79.253838    ,  189.69345    , -4186.7090    , 0.20189652    ,  19.999998    ,  14.000000    ,
   483250.00    ,  6845250.0    , -4206.7090    , -294.00000    ,  11.006000    , 0.94999999    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.50000012E-01, 0.93441442E-01, 0.68085334E-04,  11.352522    ,  0.0000000    ,  405.00000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    ,  0.0000000    , 0.56752588E-42, 0.10000000E+31, 0.10000000E+31, 0.10000000E+31,  86.115166    ,  79.728867    ,  190.67348    , -4206.7090    , 0.20189652    ,  0.0000000    ,  0.0000000    ,
