Depth,Vscale,Age
651.1826,0.426994839,26.1372096
651.335,0.408780934,26.170128
651.4874,0.392464615,26.2030464
651.6398,0.382700289,26.2359648
651.7922,0.38325451,26.2688832
651.9446,0.389118928,26.3018016
652.097,0.392614365,26.33472
652.2494,0.395225235,26.3676384
652.4018,0.404199245,26.4005568
652.5542,0.421071145,26.4334752
652.7066,0.441685393,26.4663936
652.859,0.463059792,26.499312
653.0114,0.484567639,26.5322304
653.1638,0.506942296,26.5651488
653.3162,0.532820412,26.5980672
653.4686,0.565176374,26.6309856
653.621,0.602435012,26.663904
653.7734,0.638878516,26.6968224
653.9258,0.671185945,26.7297408
654.0782,0.699231029,26.7626592
654.2306,0.722419319,26.7955776
654.383,0.741145082,26.828496
654.5354,0.755483428,26.8614144
654.6878,0.765497502,26.8943328
654.8402,0.773334029,26.9272512
654.9926,0.778281509,26.9601696
655.145,0.777796087,26.993088
655.2974,0.775800638,27.0260064
655.4498,0.781917267,27.0589248
655.6022,0.801655298,27.0918432
655.7546,0.829257489,27.1247616
655.907,0.855051136,27.15768
656.0594,0.87797924,27.1905984
656.2118,0.90200753,27.2235168
656.3642,0.925347447,27.2564352
656.5166,0.943447679,27.2893536
656.669,0.958424409,27.322272
656.8214,0.972603622,27.3551904
656.9738,0.982589782,27.3881088
657.1262,0.987575145,27.4210272
657.2786,0.989910699,27.4539456
657.431,0.987946823,27.486864
657.5834,0.978212498,27.5197824
657.7358,0.964357134,27.5527008
657.8882,0.954360653,27.5856192
658.0406,0.950126317,27.6185376
